レース番号,競技性別,競技名,世界記録,日本記録,年齢区分,大会記録,順位,チーム名,合計年齢,水路,時間,大会新,LAPタイム,選手名,飛込タイム,タイム
No.5,女子,4x100mフリ-リレ-,4:06.90,4:19.20,160~199歳,4:48.97,1,セ・目黒,160歳,2/5,4:36.81,,"32.3,1:08.23,1:45.03,2:25.93,2:57.31,3:31.33,4:02.35",菊地美春,0.70,32.3
No.5,女子,4x100mフリ-リレ-,4:06.90,4:19.20,160~199歳,4:48.97,1,セ・目黒,160歳,2/5,4:36.81,,"32.3,1:08.23,1:45.03,2:25.93,2:57.31,3:31.33,4:02.35",池田智子,0.51,36.8
No.5,女子,4x100mフリ-リレ-,4:06.90,4:19.20,160~199歳,4:48.97,1,セ・目黒,160歳,2/5,4:36.81,,"32.3,1:08.23,1:45.03,2:25.93,2:57.31,3:31.33,4:02.35",舘野美香,0.04,31.38
No.5,女子,4x100mフリ-リレ-,4:06.90,4:19.20,160~199歳,4:48.97,1,セ・目黒,160歳,2/5,4:36.81,,"32.3,1:08.23,1:45.03,2:25.93,2:57.31,3:31.33,4:02.35",佐藤玖弥,0.62,31.02
No.5,女子,4x100mフリ-リレ-,4:06.90,4:19.20,160~199歳,4:48.97,2,セ・阿佐谷,177歳,2/3,5:20.22,,"39.1,1:21.40,2:01.14,2:44.15,3:22.12,4:05.35,4:39.49",石原なおみ,0.79,39.1
No.5,女子,4x100mフリ-リレ-,4:06.90,4:19.20,160~199歳,4:48.97,2,セ・阿佐谷,177歳,2/3,5:20.22,,"39.1,1:21.40,2:01.14,2:44.15,3:22.12,4:05.35,4:39.49",棚網恵理,0.3,39.74
No.5,女子,4x100mフリ-リレ-,4:06.90,4:19.20,160~199歳,4:48.97,2,セ・阿佐谷,177歳,2/3,5:20.22,,"39.1,1:21.40,2:01.14,2:44.15,3:22.12,4:05.35,4:39.49",小野真佐子,0.45,37.97
No.5,女子,4x100mフリ-リレ-,4:06.90,4:19.20,160~199歳,4:48.97,2,セ・阿佐谷,177歳,2/3,5:20.22,,"39.1,1:21.40,2:01.14,2:44.15,3:22.12,4:05.35,4:39.49",今井恵子,0.66,34.14
No.5,女子,4x100mフリ-リレ-,4:06.90,4:19.20,160~199歳,4:48.97,3,セ・二俣川,192歳,2/8,5:33.78,,"39.15,1:20.25,2:01.69,2:45.92,3:24.81,4:09.62,4:48.07",草野茜,0.71,39.15
No.5,女子,4x100mフリ-リレ-,4:06.90,4:19.20,160~199歳,4:48.97,3,セ・二俣川,192歳,2/8,5:33.78,,"39.15,1:20.25,2:01.69,2:45.92,3:24.81,4:09.62,4:48.07",前田由希映,0.73,41.44
No.5,女子,4x100mフリ-リレ-,4:06.90,4:19.20,160~199歳,4:48.97,3,セ・二俣川,192歳,2/8,5:33.78,,"39.15,1:20.25,2:01.69,2:45.92,3:24.81,4:09.62,4:48.07",松川律子,0.37,38.89
No.5,女子,4x100mフリ-リレ-,4:06.90,4:19.20,160~199歳,4:48.97,3,セ・二俣川,192歳,2/8,5:33.78,,"39.15,1:20.25,2:01.69,2:45.92,3:24.81,4:09.62,4:48.07",吉池奈々,0.44,38.45
No.5,女子,4x100mフリ-リレ-,4:06.90,4:19.20,160~199歳,4:48.97,4,セ・天王洲,178歳,1/3,6:25.53,,"48.49,1:41.05,2:28.81,3:21.64,4:10.09,5:02.13,5:42.02",中辷澄美,0.89,48.49
No.5,女子,4x100mフリ-リレ-,4:06.90,4:19.20,160~199歳,4:48.97,4,セ・天王洲,178歳,1/3,6:25.53,,"48.49,1:41.05,2:28.81,3:21.64,4:10.09,5:02.13,5:42.02",井島孝子,,47.76
No.5,女子,4x100mフリ-リレ-,4:06.90,4:19.20,160~199歳,4:48.97,4,セ・天王洲,178歳,1/3,6:25.53,,"48.49,1:41.05,2:28.81,3:21.64,4:10.09,5:02.13,5:42.02",森内裕子,0.52,48.45
No.5,女子,4x100mフリ-リレ-,4:06.90,4:19.20,160~199歳,4:48.97,4,セ・天王洲,178歳,1/3,6:25.53,,"48.49,1:41.05,2:28.81,3:21.64,4:10.09,5:02.13,5:42.02",萩原ゆりか,0.6,39.89
No.5,女子,4x100mフリ-リレ-,4:04.10,4:07.62,120~159歳,4:35.52,1,セ・成城,137歳,2/6,4:47.22,,"34.14,1:15.00,1:46.68,2:24.69,2:57.83,3:36.77,4:10.50",中畑眸,0.77,34.14
No.5,女子,4x100mフリ-リレ-,4:04.10,4:07.62,120~159歳,4:35.52,1,セ・成城,137歳,2/6,4:47.22,,"34.14,1:15.00,1:46.68,2:24.69,2:57.83,3:36.77,4:10.50",仲田笑美,0.44,31.68
No.5,女子,4x100mフリ-リレ-,4:04.10,4:07.62,120~159歳,4:35.52,1,セ・成城,137歳,2/6,4:47.22,,"34.14,1:15.00,1:46.68,2:24.69,2:57.83,3:36.77,4:10.50",宮田さくら,0.15,33.14
No.5,女子,4x100mフリ-リレ-,4:04.10,4:07.62,120~159歳,4:35.52,1,セ・成城,137歳,2/6,4:47.22,,"34.14,1:15.00,1:46.68,2:24.69,2:57.83,3:36.77,4:10.50",佐々木彩,0.2,33.73
No.5,女子,4x100mフリ-リレ-,4:04.10,4:07.62,120~159歳,4:35.52,2,セ・長津田,140歳,2/7,4:47.49,,"32.16,1:08.26,1:40.70,2:16.66,2:55.02,3:40.76,4:12.67",吉村華余,0.78,32.16
No.5,女子,4x100mフリ-リレ-,4:04.10,4:07.62,120~159歳,4:35.52,2,セ・長津田,140歳,2/7,4:47.49,,"32.16,1:08.26,1:40.70,2:16.66,2:55.02,3:40.76,4:12.67",長崎千怜,0.22,32.44
No.5,女子,4x100mフリ-リレ-,4:04.10,4:07.62,120~159歳,4:35.52,2,セ・長津田,140歳,2/7,4:47.49,,"32.16,1:08.26,1:40.70,2:16.66,2:55.02,3:40.76,4:12.67",久保かおり,0.06,38.36
No.5,女子,4x100mフリ-リレ-,4:04.10,4:07.62,120~159歳,4:35.52,2,セ・長津田,140歳,2/7,4:47.49,,"32.16,1:08.26,1:40.70,2:16.66,2:55.02,3:40.76,4:12.67",川北恵,0.01,31.91
No.5,女子,4x100mフリ-リレ-,4:00.96,4:00.96,72~119歳,4:29.70,1,セ・二俣川,100歳,2/4,4:44.81,,"31.27,1:05.84,1:42.34,2:24.66,3:00.26,3:39.16,4:10.50",竹下菜々美,0.68,31.27
No.5,女子,4x100mフリ-リレ-,4:00.96,4:00.96,72~119歳,4:29.70,1,セ・二俣川,100歳,2/4,4:44.81,,"31.27,1:05.84,1:42.34,2:24.66,3:00.26,3:39.16,4:10.50",松本彩花,0.53,36.5
No.5,女子,4x100mフリ-リレ-,4:00.96,4:00.96,72~119歳,4:29.70,1,セ・二俣川,100歳,2/4,4:44.81,,"31.27,1:05.84,1:42.34,2:24.66,3:00.26,3:39.16,4:10.50",深堀陽子,0.66,35.6
No.5,女子,4x100mフリ-リレ-,4:00.96,4:00.96,72~119歳,4:29.70,1,セ・二俣川,100歳,2/4,4:44.81,,"31.27,1:05.84,1:42.34,2:24.66,3:00.26,3:39.16,4:10.50",表侑寿,0.41,31.34
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,1,セ・大宮宮原,204歳,1/6,4:26.88,,"31.12,1:05.13,1:39.42,2:17.66,2:49.97,3:25.35,3:54.01",阿部憲一,0.72,31.12
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,1,セ・大宮宮原,204歳,1/6,4:26.88,,"31.12,1:05.13,1:39.42,2:17.66,2:49.97,3:25.35,3:54.01",宮川則仁,0.56,34.29
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,1,セ・大宮宮原,204歳,1/6,4:26.88,,"31.12,1:05.13,1:39.42,2:17.66,2:49.97,3:25.35,3:54.01",清田真人,0.41,32.31
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,1,セ・大宮宮原,204歳,1/6,4:26.88,,"31.12,1:05.13,1:39.42,2:17.66,2:49.97,3:25.35,3:54.01",川瀬健次,0.33,28.66
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,2,セ・二俣川,205歳,1/7,4:45.70,,"33.77,1:11.71,1:44.89,2:21.49,2:58.77,3:39.05,4:10.61",堀川広祐,0.67,33.77
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,2,セ・二俣川,205歳,1/7,4:45.70,,"33.77,1:11.71,1:44.89,2:21.49,2:58.77,3:39.05,4:10.61",下家成人,0.17,33.18
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,2,セ・二俣川,205歳,1/7,4:45.70,,"33.77,1:11.71,1:44.89,2:21.49,2:58.77,3:39.05,4:10.61",草野剛史,0.71,37.28
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,2,セ・二俣川,205歳,1/7,4:45.70,,"33.77,1:11.71,1:44.89,2:21.49,2:58.77,3:39.05,4:10.61",石上智啓,0.22,31.56
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,3,セ・天王洲,211歳,1/3,5:09.72,,"32.49,1:09.52,1:48.08,2:30.37,3:08.25,3:56.98,4:32.79",宅間健介,0.76,32.49
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,3,セ・天王洲,211歳,1/3,5:09.72,,"32.49,1:09.52,1:48.08,2:30.37,3:08.25,3:56.98,4:32.79",千葉忠英,0.7,38.56
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,3,セ・天王洲,211歳,1/3,5:09.72,,"32.49,1:09.52,1:48.08,2:30.37,3:08.25,3:56.98,4:32.79",日暮正明,0.83,37.88
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,3,セ・天王洲,211歳,1/3,5:09.72,,"32.49,1:09.52,1:48.08,2:30.37,3:08.25,3:56.98,4:32.79",久保卓士,0.67,35.81
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,4,セ・阿佐谷,234歳,1/2,5:12.71,,"37.41,1:22.48,1:54.58,2:34.15,3:15.89,3:59.47,4:35.60",大川明徳,1.00,37.41
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,4,セ・阿佐谷,234歳,1/2,5:12.71,,"37.41,1:22.48,1:54.58,2:34.15,3:15.89,3:59.47,4:35.60",若杉佳宏,0.34,32.1
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,4,セ・阿佐谷,234歳,1/2,5:12.71,,"37.41,1:22.48,1:54.58,2:34.15,3:15.89,3:59.47,4:35.60",吉村進,0.69,41.74
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,4,セ・阿佐谷,234歳,1/2,5:12.71,,"37.41,1:22.48,1:54.58,2:34.15,3:15.89,3:59.47,4:35.60",久保田勝己,0.55,36.13
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,5,セ・茂原,222歳,1/8,5:32.59,,"26.93,57.09,1:36.44,2:25.95,3:10.51,4:07.11,4:48.99",神戸優悠希,0.73,26.93
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,5,セ・茂原,222歳,1/8,5:32.59,,"26.93,57.09,1:36.44,2:25.95,3:10.51,4:07.11,4:48.99",萱沼憲司郎,0.6,39.35
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,5,セ・茂原,222歳,1/8,5:32.59,,"26.93,57.09,1:36.44,2:25.95,3:10.51,4:07.11,4:48.99",丸喜章,0.1,44.56
No.6,男子,4x100mフリ-リレ-,3:46.05,3:50.69,200~239歳,4:07.60,5,セ・茂原,222歳,1/8,5:32.59,,"26.93,57.09,1:36.44,2:25.95,3:10.51,4:07.11,4:48.99",山本和巳,0.77,41.88
No.6,男子,4x100mフリ-リレ-,3:38.60,3:39.77,160~199歳,3:52.78,1,セ・二俣川,166歳,2/6,3:49.44,,"27.52,57.37,1:25.71,1:57.16,2:23.67,2:53.39,3:20.34",前田崇行,0.72,27.52
No.6,男子,4x100mフリ-リレ-,3:38.60,3:39.77,160~199歳,3:52.78,1,セ・二俣川,166歳,2/6,3:49.44,,"27.52,57.37,1:25.71,1:57.16,2:23.67,2:53.39,3:20.34",永瀬知之,0.37,28.34
No.6,男子,4x100mフリ-リレ-,3:38.60,3:39.77,160~199歳,3:52.78,1,セ・二俣川,166歳,2/6,3:49.44,,"27.52,57.37,1:25.71,1:57.16,2:23.67,2:53.39,3:20.34",鶴谷学,0.51,26.51
No.6,男子,4x100mフリ-リレ-,3:38.60,3:39.77,160~199歳,3:52.78,1,セ・二俣川,166歳,2/6,3:49.44,,"27.52,57.37,1:25.71,1:57.16,2:23.67,2:53.39,3:20.34",立石裕太郎,0.41,26.95
No.6,男子,4x100mフリ-リレ-,3:38.60,3:39.77,160~199歳,3:52.78,2,セ・成城,174歳,2/2,4:15.94,,"30.48,1:02.86,1:35.28,2:11.44,2:41.36,3:17.02,3:45.03",石井龍,0.72,30.48
No.6,男子,4x100mフリ-リレ-,3:38.60,3:39.77,160~199歳,3:52.78,2,セ・成城,174歳,2/2,4:15.94,,"30.48,1:02.86,1:35.28,2:11.44,2:41.36,3:17.02,3:45.03",羽田浩一,0.44,32.42
No.6,男子,4x100mフリ-リレ-,3:38.60,3:39.77,160~199歳,3:52.78,2,セ・成城,174歳,2/2,4:15.94,,"30.48,1:02.86,1:35.28,2:11.44,2:41.36,3:17.02,3:45.03",村守,0.46,29.92
No.6,男子,4x100mフリ-リレ-,3:38.60,3:39.77,160~199歳,3:52.78,2,セ・成城,174歳,2/2,4:15.94,,"30.48,1:02.86,1:35.28,2:11.44,2:41.36,3:17.02,3:45.03",中西剛,0.31,28.01
No.6,男子,4x100mフリ-リレ-,3:38.60,3:39.77,160~199歳,3:52.78,3,セ・大森,168歳,1/4,4:53.13,,"28.74,1:00.67,1:38.48,2:23.00,2:59.72,3:41.08,4:14.47",中原志門,0.69,28.74
No.6,男子,4x100mフリ-リレ-,3:38.60,3:39.77,160~199歳,3:52.78,3,セ・大森,168歳,1/4,4:53.13,,"28.74,1:00.67,1:38.48,2:23.00,2:59.72,3:41.08,4:14.47",宇佐美学,0.62,37.81
No.6,男子,4x100mフリ-リレ-,3:38.60,3:39.77,160~199歳,3:52.78,3,セ・大森,168歳,1/4,4:53.13,,"28.74,1:00.67,1:38.48,2:23.00,2:59.72,3:41.08,4:14.47",松井哲郎,0.7,36.72
No.6,男子,4x100mフリ-リレ-,3:38.60,3:39.77,160~199歳,3:52.78,3,セ・大森,168歳,1/4,4:53.13,,"28.74,1:00.67,1:38.48,2:23.00,2:59.72,3:41.08,4:14.47",浅田康朗,0.27,33.39
No.6,男子,4x100mフリ-リレ-,3:28.93,3:32.50,120~159歳,3:39.10,1,セ・武蔵小杉,136歳,2/5,3:54.98,,"27.64,57.54,1:24.73,1:55.62,2:23.56,2:55.13,3:23.86",高木祥一,0.78,27.64
No.6,男子,4x100mフリ-リレ-,3:28.93,3:32.50,120~159歳,3:39.10,1,セ・武蔵小杉,136歳,2/5,3:54.98,,"27.64,57.54,1:24.73,1:55.62,2:23.56,2:55.13,3:23.86",松澤朋樹,0.4,27.19
No.6,男子,4x100mフリ-リレ-,3:28.93,3:32.50,120~159歳,3:39.10,1,セ・武蔵小杉,136歳,2/5,3:54.98,,"27.64,57.54,1:24.73,1:55.62,2:23.56,2:55.13,3:23.86",奥平竜司,0.15,27.94
No.6,男子,4x100mフリ-リレ-,3:28.93,3:32.50,120~159歳,3:39.10,1,セ・武蔵小杉,136歳,2/5,3:54.98,,"27.64,57.54,1:24.73,1:55.62,2:23.56,2:55.13,3:23.86",高津周平,0.54,28.73
No.6,男子,4x100mフリ-リレ-,3:28.93,3:32.50,120~159歳,3:39.10,2,セ・阿佐谷,153歳,2/7,4:04.57,,"27.16,57.1,1:27.09,1:58.96,2:30.32,3:05.63,3:33.32",和田弘太郎,0.66,27.16
No.6,男子,4x100mフリ-リレ-,3:28.93,3:32.50,120~159歳,3:39.10,2,セ・阿佐谷,153歳,2/7,4:04.57,,"27.16,57.1,1:27.09,1:58.96,2:30.32,3:05.63,3:33.32",棚網宏之,0.45,29.99
No.6,男子,4x100mフリ-リレ-,3:28.93,3:32.50,120~159歳,3:39.10,2,セ・阿佐谷,153歳,2/7,4:04.57,,"27.16,57.1,1:27.09,1:58.96,2:30.32,3:05.63,3:33.32",和田亮,0.65,31.36
No.6,男子,4x100mフリ-リレ-,3:28.93,3:32.50,120~159歳,3:39.10,2,セ・阿佐谷,153歳,2/7,4:04.57,,"27.16,57.1,1:27.09,1:58.96,2:30.32,3:05.63,3:33.32",椎本恭平,0.44,27.69
No.6,男子,4x100mフリ-リレ-,3:28.93,3:32.50,120~159歳,3:39.10,3,セ・大宮宮原,128歳,2/3,4:05.13,,"29.39,1:00.92,1:33.98,2:09.99,2:38.02,3:09.26,3:36.15",日吉将輝,0.71,29.39
No.6,男子,4x100mフリ-リレ-,3:28.93,3:32.50,120~159歳,3:39.10,3,セ・大宮宮原,128歳,2/3,4:05.13,,"29.39,1:00.92,1:33.98,2:09.99,2:38.02,3:09.26,3:36.15",山本英男,0.39,33.06
No.6,男子,4x100mフリ-リレ-,3:28.93,3:32.50,120~159歳,3:39.10,3,セ・大宮宮原,128歳,2/3,4:05.13,,"29.39,1:00.92,1:33.98,2:09.99,2:38.02,3:09.26,3:36.15",岡内昭伍,0.19,28.03
No.6,男子,4x100mフリ-リレ-,3:28.93,3:32.50,120~159歳,3:39.10,3,セ・大宮宮原,128歳,2/3,4:05.13,,"29.39,1:00.92,1:33.98,2:09.99,2:38.02,3:09.26,3:36.15",石井建幹,0.55,26.89
No.6,男子,4x100mフリ-リレ-,3:28.93,3:32.50,120~159歳,3:39.10,4,セ・天王洲,134歳,1/5,4:20.49,,"28.05,58.88,1:29.40,2:05.83,2:36.08,3:11.09,3:43.33",小野健,0.65,28.05
No.6,男子,4x100mフリ-リレ-,3:28.93,3:32.50,120~159歳,3:39.10,4,セ・天王洲,134歳,1/5,4:20.49,,"28.05,58.88,1:29.40,2:05.83,2:36.08,3:11.09,3:43.33",寺田遼太,0.5,30.52
No.6,男子,4x100mフリ-リレ-,3:28.93,3:32.50,120~159歳,3:39.10,4,セ・天王洲,134歳,1/5,4:20.49,,"28.05,58.88,1:29.40,2:05.83,2:36.08,3:11.09,3:43.33",倉持公一,0.36,30.25
No.6,男子,4x100mフリ-リレ-,3:28.93,3:32.50,120~159歳,3:39.10,4,セ・天王洲,134歳,1/5,4:20.49,,"28.05,58.88,1:29.40,2:05.83,2:36.08,3:11.09,3:43.33",加間英貴,0.53,32.24
No.6,男子,4x100mフリ-リレ-,3:30.77,3:30.77,72~119歳,3:44.19,1,セ・清瀬,)89歳,2/8,4:05.30,,"26.8,1:01.12,1:31.20,2:06.54,2:34.77,3:08.32,3:35.88",鈴木央雅,0.68,26.8
No.6,男子,4x100mフリ-リレ-,3:30.77,3:30.77,72~119歳,3:44.19,1,セ・清瀬,)89歳,2/8,4:05.30,,"26.8,1:01.12,1:31.20,2:06.54,2:34.77,3:08.32,3:35.88",西沢歩,0.46,30.08
No.6,男子,4x100mフリ-リレ-,3:30.77,3:30.77,72~119歳,3:44.19,1,セ・清瀬,)89歳,2/8,4:05.30,,"26.8,1:01.12,1:31.20,2:06.54,2:34.77,3:08.32,3:35.88",金子智哉,0.14,28.23
No.6,男子,4x100mフリ-リレ-,3:30.77,3:30.77,72~119歳,3:44.19,1,セ・清瀬,)89歳,2/8,4:05.30,,"26.8,1:01.12,1:31.20,2:06.54,2:34.77,3:08.32,3:35.88",萩原裕大,0.32,27.56
No.6,男子,4x100mフリ-リレ-,3:30.77,3:30.77,72~119歳,3:44.19,2,セ・二俣川,)96歳,2/4,4:05.88,,"28.22,1:00.38,1:28.42,2:00.22,2:30.52,3:05.21,3:33.50",山﨑陸真,0.77,28.22
No.6,男子,4x100mフリ-リレ-,3:30.77,3:30.77,72~119歳,3:44.19,2,セ・二俣川,)96歳,2/4,4:05.88,,"28.22,1:00.38,1:28.42,2:00.22,2:30.52,3:05.21,3:33.50",田中啓二朗,0.25,28.04
No.6,男子,4x100mフリ-リレ-,3:30.77,3:30.77,72~119歳,3:44.19,2,セ・二俣川,)96歳,2/4,4:05.88,,"28.22,1:00.38,1:28.42,2:00.22,2:30.52,3:05.21,3:33.50",杉山大亜,0.32,30.3
No.6,男子,4x100mフリ-リレ-,3:30.77,3:30.77,72~119歳,3:44.19,2,セ・二俣川,)96歳,2/4,4:05.88,,"28.22,1:00.38,1:28.42,2:00.22,2:30.52,3:05.21,3:33.50",秋澤裕介,0.23,28.29
No.11,女子,4x50mメドレ-リレ-,2:34.78,2:43.32,280~319歳,3:12.99,1,セ・葛西,286歳,1/4,3:04.43,,"50.23,1:38.60,2:22.43",松村恵子,0.77,50.23
No.11,女子,4x50mメドレ-リレ-,2:34.78,2:43.32,280~319歳,3:12.99,1,セ・葛西,286歳,1/4,3:04.43,,"50.23,1:38.60,2:22.43",菅野泰子,0.33,48.37
No.11,女子,4x50mメドレ-リレ-,2:34.78,2:43.32,280~319歳,3:12.99,1,セ・葛西,286歳,1/4,3:04.43,,"50.23,1:38.60,2:22.43",大山恵子,0.5,43.83
No.11,女子,4x50mメドレ-リレ-,2:34.78,2:43.32,280~319歳,3:12.99,1,セ・葛西,286歳,1/4,3:04.43,,"50.23,1:38.60,2:22.43",青砥美智子,0.42,42
No.11,女子,4x50mメドレ-リレ-,2:34.78,2:43.32,280~319歳,3:12.99,2,セ・成城,285歳,1/3,3:28.96,,"1:01.05,1:55.93,2:49.22",大塚裕子,0.59,1:01.05
No.11,女子,4x50mメドレ-リレ-,2:34.78,2:43.32,280~319歳,3:12.99,2,セ・成城,285歳,1/3,3:28.96,,"1:01.05,1:55.93,2:49.22",栗林眞知子,0.3,54.88
No.11,女子,4x50mメドレ-リレ-,2:34.78,2:43.32,280~319歳,3:12.99,2,セ・成城,285歳,1/3,3:28.96,,"1:01.05,1:55.93,2:49.22",草森理子,0.45,53.29
No.11,女子,4x50mメドレ-リレ-,2:34.78,2:43.32,280~319歳,3:12.99,2,セ・成城,285歳,1/3,3:28.96,,"1:01.05,1:55.93,2:49.22",伊藤ゆかり,0.51,39.74
No.11,女子,4x50mメドレ-リレ-,2:34.78,2:43.32,280~319歳,3:12.99,3,墨田区体育館,297歳,1/8,3:59.60,,"58.54,2:04.72,3:16.29",吉田三枝子,0.84,58.54
No.11,女子,4x50mメドレ-リレ-,2:34.78,2:43.32,280~319歳,3:12.99,3,墨田区体育館,297歳,1/8,3:59.60,,"58.54,2:04.72,3:16.29",末光とき子,0.62,1:06.18
No.11,女子,4x50mメドレ-リレ-,2:34.78,2:43.32,280~319歳,3:12.99,3,墨田区体育館,297歳,1/8,3:59.60,,"58.54,2:04.72,3:16.29",青木洋子,0.48,1:11.57
No.11,女子,4x50mメドレ-リレ-,2:34.78,2:43.32,280~319歳,3:12.99,3,墨田区体育館,297歳,1/8,3:59.60,,"58.54,2:04.72,3:16.29",見崎幸子,43.31,
No.11,女子,4x50mメドレ-リレ-,2:34.78,2:43.32,280~319歳,3:12.99,4,セ・慶應日吉,305歳,1/2,3:59.69,,"1:02.67,2:04.79,3:06.81",池淵玲子,0.66,1:02.67
No.11,女子,4x50mメドレ-リレ-,2:34.78,2:43.32,280~319歳,3:12.99,4,セ・慶應日吉,305歳,1/2,3:59.69,,"1:02.67,2:04.79,3:06.81",岡本靖子,0.61,1:02.12
No.11,女子,4x50mメドレ-リレ-,2:34.78,2:43.32,280~319歳,3:12.99,4,セ・慶應日吉,305歳,1/2,3:59.69,,"1:02.67,2:04.79,3:06.81",竹原君枝,0.02,1:02.02
No.11,女子,4x50mメドレ-リレ-,2:34.78,2:43.32,280~319歳,3:12.99,4,セ・慶應日吉,305歳,1/2,3:59.69,,"1:02.67,2:04.79,3:06.81",田野倉和子,0.66,52.88
No.11,女子,4x50mメドレ-リレ-,2:19.90,2:25.60,240~279歳,2:34.86,1,セ・成城,248歳,2/7,2:46.43,,"46.64,1:34.75,2:10.81",茂櫛典子,0.63,46.64
No.11,女子,4x50mメドレ-リレ-,2:19.90,2:25.60,240~279歳,2:34.86,1,セ・成城,248歳,2/7,2:46.43,,"46.64,1:34.75,2:10.81",高梨美樹,0.38,48.11
No.11,女子,4x50mメドレ-リレ-,2:19.90,2:25.60,240~279歳,2:34.86,1,セ・成城,248歳,2/7,2:46.43,,"46.64,1:34.75,2:10.81",仲田久美子,0.57,36.06
No.11,女子,4x50mメドレ-リレ-,2:19.90,2:25.60,240~279歳,2:34.86,1,セ・成城,248歳,2/7,2:46.43,,"46.64,1:34.75,2:10.81",高柳祐子,0.17,35.62
No.11,女子,4x50mメドレ-リレ-,2:19.90,2:25.60,240~279歳,2:34.86,2,セ・二俣川,245歳,2/3,2:49.28,,"44.58,1:30.50,2:09.05",上野真弓,0.79,44.58
No.11,女子,4x50mメドレ-リレ-,2:19.90,2:25.60,240~279歳,2:34.86,2,セ・二俣川,245歳,2/3,2:49.28,,"44.58,1:30.50,2:09.05",野島久枝,0.56,45.92
No.11,女子,4x50mメドレ-リレ-,2:19.90,2:25.60,240~279歳,2:34.86,2,セ・二俣川,245歳,2/3,2:49.28,,"44.58,1:30.50,2:09.05",武井麻知子,0.43,38.55
No.11,女子,4x50mメドレ-リレ-,2:19.90,2:25.60,240~279歳,2:34.86,2,セ・二俣川,245歳,2/3,2:49.28,,"44.58,1:30.50,2:09.05",盛田真規子,0.62,40.23
No.11,女子,4x50mメドレ-リレ-,2:19.90,2:25.60,240~279歳,2:34.86,3,セ・成瀬,252歳,2/2,3:07.96,,"52.01,1:40.59,2:22.61",中平信子,0.64,52.01
No.11,女子,4x50mメドレ-リレ-,2:19.90,2:25.60,240~279歳,2:34.86,3,セ・成瀬,252歳,2/2,3:07.96,,"52.01,1:40.59,2:22.61",米澤美智子,0.31,48.58
No.11,女子,4x50mメドレ-リレ-,2:19.90,2:25.60,240~279歳,2:34.86,3,セ・成瀬,252歳,2/2,3:07.96,,"52.01,1:40.59,2:22.61",青山里香,0.41,42.02
No.11,女子,4x50mメドレ-リレ-,2:19.90,2:25.60,240~279歳,2:34.86,3,セ・成瀬,252歳,2/2,3:07.96,,"52.01,1:40.59,2:22.61",久松葉子,0.84,45.35
No.11,女子,4x50mメドレ-リレ-,2:19.90,2:25.60,240~279歳,2:34.86,4,セ・成城,258歳,2/9,3:17.29,,"48.12,1:37.75,2:32.41",松田聡美,0.74,48.12
No.11,女子,4x50mメドレ-リレ-,2:19.90,2:25.60,240~279歳,2:34.86,4,セ・成城,258歳,2/9,3:17.29,,"48.12,1:37.75,2:32.41",田代眞理子,0.33,49.63
No.11,女子,4x50mメドレ-リレ-,2:19.90,2:25.60,240~279歳,2:34.86,4,セ・成城,258歳,2/9,3:17.29,,"48.12,1:37.75,2:32.41",廣瀬伸子,0.54,54.66
No.11,女子,4x50mメドレ-リレ-,2:19.90,2:25.60,240~279歳,2:34.86,4,セ・成城,258歳,2/9,3:17.29,,"48.12,1:37.75,2:32.41",柳沢智子,0.67,44.88
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,1,セ・市ヶ尾,200歳,3/3,2:34.60,,"43.45,1:26.38,1:57.57",高橋麻子,0.76,43.45
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,1,セ・市ヶ尾,200歳,3/3,2:34.60,,"43.45,1:26.38,1:57.57",小山知子,0.04,42.93
