レース番号,競技性別,競技名,世界記録,日本記録,年齢区分,大会記録,順位,氏名,所属,水路,時間,飛込タイム,LAPタイム
No.11,,,,,,,1,梅澤ノ子,,,,0.73,
No.11,,,,,,,2,",岡貴子",,,,0.57,
No.11,,,,,,,3,",岡亠奈",,,,0.49,
No.11,,,,,,,4,鈴木ー奈,,,,0.36,
No.11,,,,,,,3,天王洲,,,,173歳,42.64
No.11,,,,,,,1,宇田川美穂,,,,0.72,
No.11,,,,,,,2,中辷澄美,,,,0.73,
No.11,,,,,,,3,萩原ゅりか,,,,0.39,
No.11,,,,,,,4,四井美穂,,,,0.32,
No.11,,,,,,,4,二俣川,,,,169歳,43.98
No.11,,,,,,,1,草野茜,,,,0.70,
No.11,,,,,,,2,竹下菜々美,,,,0.33,
No.11,,,,,,,3,吉池奈々,,,,0.50,
No.11,,,,,,,4,前田由希映,,,,0.57,
No.11,,,,,,,5,長津田,,,,171歳,45.21
No.11,,,,,,,1,原磨理,,,,0.72,
No.11,,,,,,,2,久保美由紀,,,,0.47,
No.11,,,,,,,3,森谷麻貴,,,,0.47,
No.11,,,,,,,4,宀林佑妃,,,,0.93,
No.11,,,,,,,1,葛西,,,,140歳,36.26
No.11,,,,,,,1,永田那子,,,,0.55,
No.11,,,,,,,2,小林志穂,,,,0.53,
No.11,,,,,,,3,青木梨緒,,,,0.18,
No.11,,,,,,,4,大椛詩織,,,,0.49,
No.11,,,,,,,2,長津田,,,,132歳,34.66
No.11,,,,,,,1,小澤有未,,,,0.66,
No.11,,,,,,,2,高橋良,,,,0.42,
No.11,,,,,,,3,"吉,余",,,,0.45,
No.11,,,,,,,4,川.恵,,,,0.41,
No.11,,,,,,,3,おおたか,,,,156歳,35.72
No.11,,,,,,,1,嶋田菜々子,,,,0.62,
No.11,,,,,,,2,"中,可奈子",,,,0.69,
No.11,,,,,,,3,松前優里奈,,,,0.34,
No.11,,,,,,,4,柳有美子,,,,0.65,
No.11,,,,,,,4,成城,,,,133歳,39.37
No.11,,,,,,,1,中畑眸,,,,0.64,
No.11,,,,,,,2,丸玖瑠都,,,,0.31,
No.11,,,,,,,3,仲田笑美,,,,0.41,
No.11,,,,,,,4,岩田愛恵,,,,0.35,
No.11,,,,,,,5,南青山,,,,124歳,39.47
No.11,,,,,,,1,友田智哲,,,,0.66,
No.11,,,,,,,2,竹山睦月,,,,0.48,
No.11,,,,,,,3,皆川すみれ,,,,0.60,
No.11,,,,,,,4,二宀若葉,,,,0.24,
No.11,,,,,,,6,茂原,,,,130歳,32.13
No.11,,,,,,,1,岡澤志織,,,,0.60,
No.11,,,,,,,2,松本ー奈,,,,0.65,
No.11,,,,,,,3,長谷ちひろ,,,,0.51,
No.11,,,,,,,4,岡澤美咲,,,,0.48,
No.12,,,,,,,1,成城,,,,282歳,44.79
No.12,,,,,,,1,吉田亮,,,,0.86,
No.12,,,,,,,2,石井龍,,,,0.72,
No.12,,,,,,,3,木津誠,,,,0.58,
No.12,,,,,,,4,若宀強,,,,0.34,
No.12,,,,,,,2,阿佐谷,,,,290歳,59.99
No.12,,,,,,,1,伴野保志,,,,1.02,
No.12,,,,,,,2,吉村進,,,,0.27,
No.12,,,,,,,3,吉原一彦,,,,0.48,
No.12,,,,,,,4,折居彰,,,,0.85,
No.12,,,,,,,1,二俣川,,,,241歳,35.24
No.12,,,,,,,1,下家成人,,,,0.66,
No.12,,,,,,,2,若島健二,,,,0.45,
No.12,,,,,,,3,永瀬知之,,,,0.28,
No.12,,,,,,,4,冨松実,,,,0.17,
No.12,,,,,,,2,おおたか,,,,242歳,38.56
No.12,,,,,,,1,會田修一,,,,0.85,
No.12,,,,,,,2,大作〕,,,,0.43,
No.12,,,,,,,3,海辺信吉,,,,0.53,
No.12,,,,,,,4,五十洋,,,,0.42,
No.12,,,,,,,3,長津田,,,,241歳,44.91
No.12,,,,,,,1,西森文史郎,,,,0.62,
No.12,,,,,,,2,池谷千尋,,,,0.28,
No.12,,,,,,,3,金子謙一,,,,0.34,
No.12,,,,,,,4,西野宀冬木,,,,0.19,
No.12,,,,,,,4,葛西,,,,257歳,38.98
No.12,,,,,,,1,宀木幸彦,,,,0.75,
No.12,,,,,,,2,赤坂吉昭,,,,0.76,
No.12,,,,,,,3,原田真,,,,0.51,
No.12,,,,,,,4,大内洋,,,,0.68,
No.12,,,,,,,1,市ヶ尾,,,,203歳,31.33
No.12,,,,,,,1,田窪達,,,,0.64,
No.12,,,,,,,2,廣松イ一,,,,0.25,
No.12,,,,,,,3,田中一也,,,,0.57,
No.12,,,,,,,4,神尾尚人,,,,0.32,
No.12,,,,,,,2,清瀬,,,,200歳,35.73
No.12,,,,,,,1,山田耕一,,,,0.63,
No.12,,,,,,,2,小倉和彦,,,,0.41,
No.12,,,,,,,3,塚本拓也,,,,0.46,
No.12,,,,,,,4,小倉秀和,,,,0.47,
No.12,,,,,,,3,二俣川,,,,201歳,34.65
No.12,,,,,,,1,大村俊文,,,,0.75,
No.12,,,,,,,2,関ロ義和,,,,0.29,
No.12,,,,,,,3,堀川広祐,,,,0.31,
No.12,,,,,,,4,石上智啓,,,,0.31,
No.12,,,,,,,4,長津田,,,,212歳,39.60
No.12,,,,,,,1,藤本和,,,,0.74,
No.12,,,,,,,2,星野隆,,,,0.37,
No.12,,,,,,,3,矢部谷之,,,,0.54,
No.12,,,,,,,4,花井一也,,,,0.15,
No.12,,,,,,,5,川崎,,,,204歳,35.97
No.12,,,,,,,1,杉原之,,,,0.62,
No.12,,,,,,,2,大橋也,,,,0.29,
No.12,,,,,,,3,中込之,,,,0.51,
No.12,,,,,,,4,高瀬信雄,,,,0.04,
No.12,,,,,,,6,八王子,,,,207歳,35.49
No.12,,,,,,,1,小室秀幸,,,,0.83,
No.12,,,,,,,2,高田義久,,,,0.28,
No.12,,,,,,,3,鈴木直哉,,,,0.13,
No.12,,,,,,,4,添田邦彦,,,,0.32,
No.12,,,,,,,7,柏,,,,212歳,37.35
No.12,,,,,,,1,磯貝知弘,,,,0.84,
No.12,,,,,,,2,長田谷史,,,,0.29,
No.12,,,,,,,3,上野太己夫,,,,0.22,
No.12,,,,,,,4,小島淳,,,,0.39,
No.12,,,,,,,8,流山,,,,206歳,28.80
No.12,,,,,,,1,設樂航希,,,,0.55,
No.12,,,,,,,2,佐々木茂倫,,,,0.24,
No.12,,,,,,,3,田中基幹,,,,0.61,
No.12,,,,,,,4,大倉健志,,,,0.48,
No.12,,,,,,,9,阿佐谷,,,,202歳,39.54
No.12,,,,,,,1,若杉佳宏,,,,0.73,
No.12,,,,,,,2,紺野忠大,,,,0.52,
No.12,,,,,,,3,大川明徳,,,,0.54,
No.12,,,,,,,4,北川貴義,,,,0.24,
No.12,,,,,,,10,成城,,,,202歳,36.21
No.12,,,,,,,1,村上守,,,,0.71,
No.12,,,,,,,2,藤田一,,,,0.54,
No.12,,,,,,,3,羽田浩一,,,,0.63,
No.12,,,,,,,4,浦田昌和,,,,0.50,
No.12,,,,,,,1,二俣川,,,,160歳,30.47
No.12,,,,,,,1,寺田貴洋,,,,0.60,
No.12,,,,,,,2,石谷太郎,,,,0.29,
No.12,,,,,,,3,前田康、,,,,0.29,
No.12,,,,,,,4,前田崇/,,,,0.38,
No.12,,,,,,,2,天王洲,,,,160歳,29.29
No.12,,,,,,,1,中村,,,,0.57,
No.12,,,,,,,2,加 英貴,,,,0.29,
No.12,,,,,,,3,倉持公一,,,,0.58,
No.12,,,,,,,4,久保卓,,,,0.53,
No.12,,,,,,,3,慶應日吉,,,,191歳,31.78
No.12,,,,,,,1,福田雄太,,,,0.55,
No.12,,,,,,,2,勝吉進一,,,,0.51,
No.12,,,,,,,3,河野悟,,,,0.52,
No.12,,,,,,,4,松崎敏明,,,,0.64,
No.12,,,,,,,4,大森,,,,169歳,37.54
No.12,,,,,,,1,北村洋一,,,,0.72,
No.12,,,,,,,2,海老原健太,,,,0.63,
No.12,,,,,,,3,度部慎也,,,,0.48,
No.12,,,,,,,4,野村峰生,,,,0.37,
No.12,,,,,,,5,松戸,,,,179歳,34.98
No.12,,,,,,,1,鈴木敏志,,,,0.71,
No.12,,,,,,,2,伊藤水晶,,,,0.35,
No.12,,,,,,,3,庄司和明,,,,0.33,
No.12,,,,,,,4,藤井宏哉,,,,0.74,31.85
No.12,,,,,,,1,村田拓斗,,,,0.58,
No.12,,,,,,,2,祖川久茂,,,,0.25,
No.12,,,,,,,3,飯沼明,,,,0.53,
No.12,,,,,,,4,竹下,,,,羽,
No.12,,,,,,,1,阿佐谷,,,,140歳,31.92
No.12,,,,,,,1,棚網宏之,,,,0.61,
No.12,,,,,,,2,津守陽介,,,,0.46,
No.12,,,,,,,3,荒井啓汰,,,,0.55,
No.12,,,,,,,4,和田弘太郎,,,,0.01,
No.12,,,,,,,2,用賀,,,,150歳,35.56
No.12,,,,,,,1,柄澤英也,,,,0.69,
No.12,,,,,,,2,浅岡遼,,,,0.16,
No.12,,,,,,,3,室坂拓真,,,,0.12,
No.12,,,,,,,4,亀井智貴,,,,0.43,
No.12,,,,,,,1,葛西,,,,115歳,32.48
No.12,,,,,,,1,石井孟,,,,0.61,
No.12,,,,,,,2,前島攵也,,,,0.41,
No.12,,,,,,,3,泉羽太,,,,0.49,
No.12,,,,,,,4,嶋田羽太,,,,0.17,
No.12,,,,,,,2,二俣川,,,,118歳,32.06
No.12,,,,,,,1,田中啓二朗,,,,0.60,
No.12,,,,,,,2,知見邦彦,,,,0.42,
No.12,,,,,,,3,田中壮一郎,,,,0.56,
No.12,,,,,,,4,和田佳明,,,,0.57,
No.12,,,,,,,3,天王洲,,,,115歳,33.26
No.12,,,,,,,1,星友也,,,,0.67,
No.12,,,,,,,2,鈴木谷介,,,,0.52,
No.12,,,,,,,3,木渕大輝,,,,0.35,
No.12,,,,,,,4,寺田遼太,,,,0.46,29.78
No.12,,,,,,,1,服部碧,,,,0.61,
No.12,,,,,,,2,黒田,,,,大介,
No.12,,,,,,,3,宀田,,,,遼太,
No.12,,,,,,,4,板場,,,,貴大,
No.13,,,,,,,1,田中もみぢ,,,,・おおたか,
No.13,,,,,,,2,須山順子,,,,・松戸,
No.13,,,,,,,3,森川タェ子,,,,・我孫子,
No.13,,,,,,,1,中村敬子 ・,,,,中,
No.13,,,,,,,2,田神洋子,,,,・トレッサ,
No.13,,,,,,,3,舘野圭子,,,,・用賀,
No.13,,,,,,,4,内田良子,,,,・用賀,
No.13,,,,,,,5,浜野操子,,,,・流山,
No.13,,,,,,,6,岡本靖子,,,,・慶應日吉,
No.13,,,,,,,7,中田和子,,,,・越谷,
No.13,,,,,,,8,小野洋子,,,,・我孫子,
No.13,,,,,,,9,相澤和子,,,,・久喜,
No.13,,,,,,,10,加藤直子,横浜,1/10,1:27.95,0.94,
No.13,,,,,,,11,西村咲喜子,,,,・志木,
No.13,,,,,,,1,川口栄子,,,,・松戸,
No.13,,,,,,,2,古美鈴,,,,・上池袋,
No.13,,,,,,,2,室谷晴江,,,,・大森,
No.13,,,,,,,4,吉田三枝子,,,,墨田区体育館,
No.13,,,,,,,5,樋口孝子,,,,・阿佐谷,
No.13,,,,,,,6,原田早苗,,,,・南千住,
No.13,,,,,,,7,栗林眞知子,,,,・成城,
No.13,,,,,,,8,岡田啓子,,,,・桶川北本,
No.13,,,,,,,9,川島かよ子,,,,・天王洲,
No.13,,,,,,,10,坂本光子,,,,・越谷,
No.13,,,,,,,11,岩塚美恵子,,,,・越谷,
No.13,,,,,,,12,松木弘美,,,,・志木,
No.13,,,,,,,13,石川和子,,,,・我孫子,
No.13,,,,,,,14,栗原羊子,,,,・流山,
No.13,,,,,,,15,石村眞理子,,,,・新川崎,
No.13,,,,,,,1,山本由起子,,,,・南千住,
No.13,,,,,,,2,松村恵子,,,,・葛西,
No.13,,,,,,,3,市野克子,,,,・大森,
No.13,,,,,,,4,石塚孝子,,,,・志木,
No.13,,,,,,,5,水谷裕子,,,,・西新井,
No.13,,,,,,,6,相澤史子,,,,・松戸,
No.13,,,,,,,7,梅田栄己子,,,,・天王洲,
No.13,,,,,,,8,儀保都志子,,,,・成瀬,
No.13,,,,,,,9,平山啓子,,,,・南青山,
No.13,,,,,,,10,高木保子,おおたか,6/105,8.56,0.82,
No.13,,,,,,,11,大久保祐美子,,,,・おおたか,
No.13,,,,,,,12,渡辺米子クリーンスパ7/1059.10,,,,0.83,
No.13,,,,,,,13,岡村悦子,,,,・おおたか,
No.13,,,,,,,14,鬼束洋子,,,,・天王洲,
No.13,,,,,,,15,畠山眞由美,,,,・柏,
No.13,,,,,,,16,池淵玲子,,,,・慶應日吉,
No.13,,,,,,,17,若松はる子,,,,・松戸,
No.13,,,,,,,18,長谷川節子,,,,・天王洲,
No.13,,,,,,,19,池田真木子,,,,・阿佐谷,
No.13,,,,,,,20,于亜芝,,,,・南千住,
No.13,,,,,,,21,寺西寿賀子,,,,・天王洲,
No.13,,,,,,,1,石田良子,,,,・越谷,
No.13,,,,,,,2,田邊和歌子,,,,・横浜,
No.13,,,,,,,3,桶谷智子,,,,・成城,
No.13,,,,,,,4,掘口実枝子,,,,・トレッサ,
No.13,,,,,,,5,森本美恵,,,,・松戸,
No.13,,,,,,,6,嶋田陽子,,,,・市ヶ尾,
No.13,,,,,,,7,片桐万澄,,,,・南千住,
No.13,,,,,,,8,倉林明子,,,,・おおたか,
No.13,,,,,,,9,岡田美恵子,,,,・溝ノ口,
No.13,,,,,,,10,櫻田琴,,,,・天王洲,
No.13,,,,,,,11,石崎節代,,,,・南千住,
No.13,,,,,,,12,酒谷真砂子,戸塚,8/105,3.81,0.74,
No.13,,,,,,,13,小笠原京子,,,,・流山,
No.13,,,,,,,14,光畑千栄子,,,,・成瀬,
No.13,,,,,,,15,原昌代,市ヶ尾,10/105,5.28,0.76,
No.13,,,,,,,16,掃部子,,,,曽谷・,
No.13,,,,,,,17,松本知世子,,,,・福島,
No.13,,,,,,,18,秦和加子,,,,・新川崎,
No.13,,,,,,,19,原田由美子,,,,・慶應日吉,
No.13,,,,,,,20,臼井希代子,,,,・大宮宮原,
No.13,,,,,,,21,須田菜奈子,,,,・桶川北本,
No.13,,,,,,,22,仲澤子,,,,・柏,
No.13,,,,,,,1,田中貴子,,,,・清瀬,
No.13,,,,,,,2,武井麻知子,,,,・二俣川,
No.13,,,,,,,3,石井菜穂美,市川,15/104,5.08,0.76,
No.13,,,,,,,4,原磨理,,,,・長津田,
No.13,,,,,,,5,吉川千晶,,,,G-SPA,
No.13,,,,,,,6,佐藤明美,,,,・館山,
No.13,,,,,,,7,伊藤ゆかり,,,,・成城,
No.13,,,,,,,8,高見沢ゆみ子,,,,・慶應日吉,
No.13,,,,,,,9,座千子,ザバス八景,13/104,7.80,0.59,
No.13,,,,,,,10,中野朗子,,,,・慶應日吉,
No.13,,,,,,,11,板谷仁恵,,,,・二俣川,
No.13,,,,,,,12,神保清美,,,,・自由が丘,
No.13,,,,,,,13,田村明美,,,,・慶應日吉,
No.13,,,,,,,14,大槻真由美,,,,・清瀬,
No.13,,,,,,,15,小笠原暁子,,,,・清瀬,
No.13,,,,,,,16,野崎由美子,,,,・おおたか,
No.13,,,,,,,17,吉野ひとみ,,,,・松戸,
No.13,,,,,,,18,小池理恵子,,,,・阿佐谷,
No.13,,,,,,,19,太刀岡早苗,,,,・市ヶ尾,
No.13,,,,,,,20,五十嵐佳澄,,,,・阿佐谷,
No.13,,,,,,,21,加藤雅弓,,,,・新都心,
No.13,,,,,,,22,三木純子,,,,・流山,
No.13,,,,,,,23,菊池佐千代,,,,・流山,
No.13,,,,,,,24,前川尚美,,,,・F東戸塚,
No.13,,,,,,,1,仲田久美子,,,,・成城,
No.13,,,,,,,2,鈴木和佳奈,,,,・桶川北本,
No.13,,,,,,,3,川村佳代子,二俣川,16/104,1.75,0.60,
No.13,,,,,,,4,八尋加苗,,,,・松戸,
No.13,,,,,,,5,武部友美子,,,,・東戸塚,
No.13,,,,,,,6,佐藤洋子,,,,・成城,
No.13,,,,,,,7,森川佳余子,,,,クリーンスパ,
No.13,,,,,,,8,小林のぞみ,,,,・越谷,
No.13,,,,,,,9,捶井子,,,,・用賀,
No.13,,,,,,,10,松川律子,,,,・二俣川,
No.13,,,,,,,11,大野結実,,,,・横浜,
No.13,,,,,,,12,レントフェノト慶子,,,,・清瀬,
No.13,,,,,,,13,山田智子,,,,・慶應日吉,
No.13,,,,,,,14,阿部のぞみ,,,,・二俣川,
No.13,,,,,,,15,雨宮裕子,,,,・大宮宮原,
No.13,,,,,,,16,古平正美,,,,・清瀬,
No.13,,,,,,,17,日置睦,,,,・我孫子,
No.13,,,,,,,18,植草美香子,,,,・横浜,
No.13,,,,,,,1,浅尾有香,,,,・大森,
No.13,,,,,,,2,梅澤売子,,,,・桶川北本,
No.13,,,,,,,3,木村美佐子,,,,・南宇都宮,
No.13,,,,,,,4,棚網恵理,,,,・阿佐谷,
No.13,,,,,,,5,大橋ほづ美,,,,・清瀬,
No.13,,,,,,,6,杉本浩美,,,,・南千住,
No.13,,,,,,,7,河原和世,,,,・戸塚,
No.13,,,,,,,8,吉岡智子,,,,・新都心,
No.13,,,,,,,9,高橋麻子,,,,・市ヶ尾,
No.13,,,,,,,10,鈴木由佳里,,,,・天王洲,
No.13,,,,,,,11,北瀬あづさ,,,,・市ヶ尾,
No.13,,,,,,,12,小林和江,,,,・福生,
No.13,,,,,,,13,磯村麻衣子,上池袋,5/105,1.88,1.47,
No.13,,,,,,,14,糸川永利子,,,,・用賀,
No.13,,,,,,,15,村岡貴子,,,,・桶川北本,
No.13,,,,,,,16,小川史枝,,,,・越谷LT,
No.13,,,,,,,17,久保洋子,流山,3/10,1:15.81,0.68,
No.13,,,,,,,1,坂本桃枝,,,,G-SPA,
No.13,,,,,,,2,遠藤真理,,,,・袖ヶ浦,
No.13,,,,,,,3,宇田川美穂,,,,・天王洲,
No.13,,,,,,,4,草野茜,,,,・二俣川,
No.13,,,,,,,5,兵頭和子,,,,・成瀬,
No.13,,,,,,,6,小高麻衣子,,,,・市川,
No.13,,,,,,,7,貞廣瑠美子,,,,・上池袋,
No.13,,,,,,,8,吉田瑠夏,,,,曽谷・,
No.13,,,,,,,9,宮林佑妃,長津田,11/105,4.62,0.71,
No.13,,,,,,,10,下山雅子,茂原,12/105,4.94,0.70,
No.13,,,,,,,1,永田加那子,,,,・葛西,
No.13,,,,,,,2,宮本八重,,,,・慶應日吉,
No.13,,,,,,,3,大竹昌子,,,,・大森,
No.13,,,,,,,4,岩田愛恵,成城,14/104,6.42,0.58,
No.13,,,,,,,1,中畑,,,,・成城,
No.13,,,,,,,2,萩原ゆりか,,,,・天王洲,
No.13,,,,,,,3,李鎬善,,,,・目黒,
No.13,,,,,,,4,國政玲,南青山,9/105,5.72,0.66,
No.13,,,,,,,1,小澤有未,長津田,17/103,4.77,0.69,
No.13,,,,,,,2,仲田笑美,,,,・成城,
No.13,,,,,,,3,角田優佳里,,,,・青砥,
No.13,,,,,,,1,岡澤志織,,,,・茂原,
No.13,,,,,,,2,宮百合恵,,,,・阿佐谷,
No.13,,,,,,,3,山下紗英,,,,・S湘南,
No.13,,,,,,,1,宮澤緋花留,,,,・蒲田,
No.13,,,,,,,2,松本彩花,,,,・二俣川,
No.13,,,,,,,3,星野真美,,,,・志木,
No.13,,,,,,,4,皆川すみれ,,,,・南青山,
No.14,,,,,,,1,石川守也,,,,・市川,
No.14,,,,,,,2,丸本芳郎,,,,ザバス鶴見,
No.14,,,,,,,1,吉田売,,,,・成城,
No.14,,,,,,,2,田中信夫,,,,・越谷,
No.14,,,,,,,3,大内洋,,,,・葛西,
No.14,,,,,,,4,松永勝,,,,・おおた,
No.14,,,,,,,5,神伸幸,,,,・南青山,
No.14,,,,,,,6,岡本孝夫,,,,・新川崎,
No.14,,,,,,,1,坂倉雅巳,,,,・F東戸塚,
No.14,,,,,,,2,鈴木幹男,,,,・我孫子,
No.14,,,,,,,3,吉村進,,,,・阿佐谷,
No.14,,,,,,,4,臼井全人,,,,・大宮宮原,
No.14,,,,,,,5,渡邊光洋,,,,・福島,
No.14,,,,,,,6,常山臣二,,,,曽谷・,
No.14,,,,,,,7,古川臣一郎,,,,ザバス川崎,
No.14,,,,,,,8,幡場達明,,,,・大宮宮原,
No.14,,,,,,,9,安髙祐三,,,,・越谷,
No.14,,,,,,,10,宮﨑清,,,,・越谷LT,
No.14,,,,,,,1,會田修一,,,,・おおた,
No.14,,,,,,,2,冨松実,,,,・二俣川,
No.14,,,,,,,3,五十嵐洋,,,,・おおた,
No.14,,,,,,,4,西森文史郎,長津田,4/104,5.73,0.67,
No.14,,,,,,,5,岡部浩次,,,,・上池袋,
No.14,,,,,,,6,石井玲二,,,,・川越,
No.14,,,,,,,1,下家成人,,,,・二俣川,
No.14,,,,,,,2,村木満,,,,・トレッサ,
No.14,,,,,,,3,松下尚之,,,,・流山,
No.14,,,,,,,4,浦田昌和,,,,・成城,
No.14,,,,,,,1,岡本邦守 ・川越 /1035.8れ*特賞(申)*,,,,0.60,
No.14,,,,,,,2,小倉秀和,,,,・清瀬,
No.14,,,,,,,3,中津全士,,,,・s湘南台,
No.14,,,,,,,4,宮川則仁,大宮宮原,5/103,9.00,0.76,
No.14,,,,,,,5,久卓士,,,,・天王洲,
No.14,,,,,,,6,佐々木栄一,,,,G-sPA,
No.14,,,,,,,7,杉原祥之,,,,ザバス川崎,
No.14,,,,,,,1,畠山雅和,,,,・袖ヶ浦,
No.14,,,,,,,2,河野 ・慶應日吉7/103れ.47,,,,0.65,
No.14,,,,,,,3,内藤充,,,,・新川崎,
No.14,,,,,,,4,渡辺則貴,,,,・戸塚,
No.14,,,,,,,5,松本考弘,,,,・清瀬,
No.14,,,,,,,6,青木正昭,,,,・福生,
No.14,,,,,,,1,寺田貴洋,,,,・二俣川,
No.14,,,,,,,2,皆川雅登,,,,・大宮宮原,
No.14,,,,,,,3,若杉佳宏,,,,・阿佐谷,
No.14,,,,,,,4,浅野売介,,,,・新都心,
No.14,,,,,,,1,棚網宏之,,,,・阿佐谷,
No.14,,,,,,,2,川瀬次,,,,・大宮宮原,
No.14,,,,,,,3,鈴木敏志,,,,・松戸,
No.14,,,,,,,4,小田島丈典,,,,・福生,
No.14,,,,,,,1,福田雄太,,,,・慶應日吉,
No.14,,,,,,,2,木村考太,,,,・市ヶ尾,
No.14,,,,,,,3,佐々木悠介,,,,・福島,
No.14,,,,,,,4,角田渉 ・大森3/1051.れれ,,,,0.73,
No.14,,,,,,,1,石川和樹,,,,・谷津,
No.14,,,,,,,2,塚本也,,,,・清瀬,
No.14,,,,,,,3,土屋大貴,,,,・平塚,
No.14,,,,,,,4,石井孟,,,,・葛西,
No.14,,,,,,,1,中村,,,,・天王洲,
No.14,,,,,,,2,廣川大起,,,,・柏,
No.14,,,,,,,3,荒井啓汰,,,,・阿佐谷,
No.14,,,,,,,4,矢野匠,,,,・葛西,
No.14,,,,,,,1,田中啓二朗,,,,・二俣川,
No.15,,,,,,,1,鈴木静江,,,,クリーンスノ,
No.15,,,,,,,1,木澤杲子,柏,16/104,7.13,1.17,
No.15,,,,,,,2,平井節子,,,,・南千住,
No.15,,,,,,,3,田中もみぢ,,,,・おおたか,
No.15,,,,,,,4,須山順子,,,,・松戸,
No.15,,,,,,,1,八田清子,,,,・松戸,
No.15,,,,,,,2,中村敬子,府中,11/104,7.91,1.31,
No.15,,,,,,,3,武藤治子,,,,・二俣川,
No.15,,,,,,,4,田神洋子,,,,・トレッサ,
No.15,,,,,,,5,小野洋子,,,,・我孫子,
No.15,,,,,,,6,中田和子,,,,・越谷,
No.15,,,,,,,7,倉元恵子,,,,・宀山,
No.15,,,,,,,8,相澤和子,,,,・久喜,
No.15,,,,,,,9,浜野操子,,,,・流山,
No.15,,,,,,,10,加藤直子,,,,・横浜,
No.15,,,,,,,1,渡部みさを,,,,・慶應日吉,
No.15,,,,,,,2,樋口孝子,,,,・阿佐谷,
No.15,,,,,,,3,浅野美恵子,,,,・蒲田,
No.15,,,,,,,4,川口栄子,,,,・松戸,
No.15,,,,,,,5,古美鈴,,,,・上池,
No.15,,,,,,,6,若林多恵子,谷津,10/104,8.82,0.81,
No.15,,,,,,,7,坂本光子,,,,・越谷,
No.15,,,,,,,8,吉見一江,,,,・二俣川,
No.15,,,,,,,9,松永タズョ,,,,・おおたか,
No.15,,,,,,,10,小島律子,,,,・谷津,
No.15,,,,,,,11,諸橋暁子,,,,曽谷・,
No.15,,,,,,,11,吉田三枝子墨田区体,,,,宀,
No.15,,,,,,,13,柴田千代子,,,,・天王洲,
No.15,,,,,,,14,岡田啓子,,,,・桶川北本,
No.15,,,,,,,15,田野倉和子,,,,・慶應日吉,
No.15,,,,,,,16,大山伴恵,,,,・トレッサ,
No.15,,,,,,,17,安部澄子,,,,・我孫子,
No.15,,,,,,,18,石村眞理子,,,,・新川崎,
No.15,,,,,,,19,岩塚美恵子,,,,・越谷,
No.15,,,,,,,20,石川和子,,,,・我孫子,
No.15,,,,,,,21,染谷敏子,,,,・天王洲,
No.15,,,,,,,1,青木華世子,,,,・松戸,
No.15,,,,,,,2,原田岳美,,,,・藤沢,
No.15,,,,,,,3,ダン典子,,,,・自由が丘,
No.15,,,,,,,4,舛尾妃呂子 ・,,,,毛海岸,
No.15,,,,,,,5,後藤明美,,,,・天王洲,
No.15,,,,,,,6,山本由起子,,,,・南千住,
No.15,,,,,,,7,浅浦礼子,,,,・柏,
No.15,,,,,,,8,梅田栄己子,,,,・天王洲,
No.15,,,,,,,9,松村恵子,,,,・葛西,
No.15,,,,,,,10,齊藤たか子,,,,ザバス川崎,
No.15,,,,,,,11,石塚孝子,,,,・志木,
No.15,,,,,,,12,大久保祐美子,,,,・おおたか,
No.15,,,,,,,13,高梨佳代子,,,,ザバス八景,
No.15,,,,,,,14,小笠原三春,,,,・八王子,
No.15,,,,,,,15,池田則子,,,,・松戸,
No.15,,,,,,,16,戸倉陽子,,,,・慶應日吉,
No.15,,,,,,,17,山崎美南子,,,,・南青山,
No.15,,,,,,,18,若松はる子,,,,・松戸,
No.15,,,,,,,19,渡辺米子クリーンスノ7/1052.22,,,,0.99,
No.15,,,,,,,20,新井枝,,,,・流山,
No.15,,,,,,,21,藤井道子,,,,・我孫子,
No.15,,,,,,,22,池淵玲子,,,,・慶應日吉,
No.15,,,,,,,23,池田真木子,,,,・阿佐谷,
No.15,,,,,,,1,野村洋子,,,,ザバス八景,
No.15,,,,,,,2,安藤薫,,,,・西新井,
No.15,,,,,,,3,高梨美樹,,,,・成城,
No.15,,,,,,,4,石田良子,越谷,17/103,8.90,0.78,
No.15,,,,,,,5,立石由美子,,,,・大森,
No.15,,,,,,,6,川久保ちづる,,,,ザバス川崎,
No.15,,,,,,,7,米澤美智子,,,,・成瀬,
No.15,,,,,,,8,井上美佐子,,,,・大森,
No.15,,,,,,,9,浅田晴子,,,,・八王子,
No.15,,,,,,,10,山梨静枝,,,,・我孫子,
No.15,,,,,,,11,渋谷照代,,,,・我孫子,
No.15,,,,,,,12,石河久美子,,,,・溝ノ口,
No.15,,,,,,,13,三枚堂かよ子,,,,・阿佐谷,
No.15,,,,,,,14,米林清子,,,,・越谷,
No.15,,,,,,,15,佐々木和恵,,,,・松戸,
No.15,,,,,,,16,久保とし子,,,,・長津田,
No.15,,,,,,,17,古宇田淳子,,,,・南千住,
No.15,,,,,,,18,光畑千栄子,,,,・成瀬,
No.15,,,,,,,19,伊藤春美,,,,ザバス川崎,
No.15,,,,,,,20,小笠原京子,,,,・流山,
No.15,,,,,,,21,松浦敏子,,,,・我孫子,
No.15,,,,,,,22,秦和加子,,,,・新川崎,
No.15,,,,,,,23,三嶋祐子,,,,・阿佐谷,
No.15,,,,,,,24,豊田典子,,,,・下北沢,
