レース番号,競技性別,競技名,世界記録,日本記録,年齢区分,大会記録,順位,氏名,所属,水路,時間,飛込タイム,LAPタイム
No.1,,,,,,,1,森川タェ子,,,,・我孫子,1:08.41
No.1,,,,,,,2,熊谷一枝,,,,・天王洲,1:04.16
No.1,,,,,,,1,佐由利子,,,,・用賀,52.36
No.1,,,,,,,2,内田良子,,,,・用賀,53.55
No.1,,,,,,,3,安澤イソ子,,,,・市ヶ尾,55.93
No.1,,,,,,,1,柴崎徳子,,,,・柏,51.45
No.1,,,,,,,2,竹原君枝,,,,・慶應日吉,53.31
No.1,,,,,,,3,松木弘美,,,,・志木,56.41
No.1,,,,,,,4,馬場悦子,,,,・清瀬,57.03
No.1,,,,,,,1,菅野泰子,,,,・葛西,42.25
No.1,,,,,,,2,青木華世子,,,,・松戸,42.47
No.1,,,,,,,3,中平信子,,,,・成瀬,45.05
No.1,,,,,,,4,青砥美智子,,,,・葛西,50.02
No.1,,,,,,,5,岡村悦子,,,,・おおたか,49.77
No.1,,,,,,,6,菅和江,,,,・戸塚,53.73
No.1,,,,,,,7,太田拓江,,,,・戸塚,52.15
No.1,,,,,,,8,長野愛子,,,,・柏,55.35
No.1,,,,,,,9,菅井道子,,,,・戸塚,59.07
No.1,,,,,,,10,富博子,,,,・大森,54.94
No.1,,,,,,,1,森谷登志江,慶應日吉,6/10,3:14.53,0.90,42.42
No.1,,,,,,,2,山﨑京子,,,,・横浜,43.06
No.1,,,,,,,3,久松葉子,,,,・成瀬,48.54
No.1,,,,,,,4,森本美恵,,,,・松戸,50.03
No.1,,,,,,,5,五月女美幸,,,,・宇都宮,47.71
No.1,,,,,,,6,日和久美子,,,,・戸塚,52.12
No.1,,,,,,,7,久保とし子,,,,・長津田,50.90
No.1,,,,,,,8,下川喜美枝,,,,・南千住,53.75
No.1,,,,,,,9,三嶋祐子,阿佐谷,2/10,4:02.93,0.86,56.04
No.1,,,,,,,10,大西和子,,,,・天王洲,1:01.71
No.1,,,,,,,1,石井裕美,,,,・ときわ台,40.07
No.1,,,,,,,2,早津恵子,,,,・越谷,40.72
No.1,,,,,,,3,福原美奈 ・,,,,毛海岸,45.22
No.1,,,,,,,4,草森理子,,,,・成城,47.26
No.1,,,,,,,5,山中恵子,,,,・桶川北本,45.50
No.1,,,,,,,6,佐々木れい,,,,・志木,51.77
No.1,,,,,,,7,桐沢ひとみ,,,,・大森,51.97
No.1,,,,,,,1,八尋加苗,,,,・松戸,43.40
No.1,,,,,,,2,山口仁子,,,,・上池袋,47.02
No.1,,,,,,,3,小林のぞみ,,,,・越谷,44.76
No.1,,,,,,,4,棚橋悦子,,,,・自由が丘,47.13
No.1,,,,,,,5,森内裕子,,,,・天王洲,50.23
No.1,,,,,,,6,江由美子,,,,・袖ヶ浦,51.66
No.1,,,,,,,7,佐々木タ子,市ヶ尾,3/10,3:57.54,0.91,54.75
No.1,,,,,,,1,浅尾有香,,,,・大森,37.29
No.1,,,,,,,2,広瀬百合香,,,,・武蔵小杉,37.11
No.1,,,,,,,3,佐々木美佐,,,,・平塚,36.84
No.1,,,,,,,4,友田智哲,,,,・南青山,38.42
No.1,,,,,,,5,柳有美子,,,,・おおたか,42.31
No.1,,,,,,,6,高橋麻子,,,,・市ヶ尾,39.72
No.1,,,,,,,7,成島志子,,,,・F宇都宮,44.13
No.1,,,,,,,8,森信子,,,,・大森,49.91
No.1,,,,,,,1,吉村華余,,,,・長津田,34.01
No.1,,,,,,,2,日下幸子,ザバス川崎,8/10,2:35.38,0.98,35.79
No.1,,,,,,,3,四井美穂,,,,・天王洲,39.76
No.1,,,,,,,4,草野茜,,,,・二俣川,40.96
No.1,,,,,,,5,本井萃,,,,・横浜,36.34
No.1,,,,,,,6,吉池奈々,,,,・二俣川,40.15
No.1,,,,,,,7,細沼悦子,,,,・越谷,43.50
No.1,,,,,,,8,前田由希映,,,,・二俣川,43.48
No.1,,,,,,,9,宇田川美穂,,,,・天王洲,46.88
No.1,,,,,,,10,市川百合子,,,,・大宮宮原,49.15
No.1,,,,,,,11,赤坂恵美子,志木,4/10,3:46.24,0.97,50.03
No.1,,,,,,,12,髙島子,,,,・大森,50.74
No.1,,,,,,,1,小豆澤和代,,,,・慶應日吉,36.57
No.1,,,,,,,2,錦織佳奈子,,,,ザバス川崎,38.59
No.1,,,,,,,3,久保かおり,,,,・長津田,41.95
No.1,,,,,,,4,冨永結衣子,,,,・大森,43.98
No.1,,,,,,,5,井島孝子,,,,・天王洲,52.38
No.1,,,,,,,1,久保美由紀,長津田,5/10,3:25.52,0.94,46.00
No.1,,,,,,,1,松前優里奈,,,,・おおたか,33.88
No.1,,,,,,,2,風 捺央,,,,・市川,33.77
No.1,,,,,,,3,吉田のばら,,,,・南千住,34.78
No.1,,,,,,,4,中山萃,ザバス川崎,7/10,3:04.36,0.86,40.74
No.1,,,,,,,1,新後海優,,,,・トレッサ,32.24
No.1,,,,,,,2,川俣星,,,,・新都心,35.11
No.1,,,,,,,3,竹下菜々美,,,,・二俣川,33.61
No.1,,,,,,,1,岩城心美,,,,・武蔵小杉,31.70
No.2,,,,,,,1,今修二 ・,,,,谷,48.38
No.2,,,,,,,2,中田正二,,,,・成城,47.62
No.2,,,,,,,1,伴野保志,,,,・阿佐谷,1:03.00
No.2,,,,,,,1,若宮,,,,・成城,40.32
No.2,,,,,,,2,菱沼和男,葛西,3/10,3:21.70,0.85,47.07
No.2,,,,,,,3,飯沼明,,,,・長津田,47.47
No.2,,,,,,,4,折居早,,,,・阿佐谷,47.05
No.2,,,,,,,5,森下善夫,,,,・大宮宮原,48.41
No.2,,,,,,,1,仲宇佐隆一 ・,,,,浜,41.39
No.2,,,,,,,2,橋本政明,,,,・志木,45.74
No.2,,,,,,,1,菊池千二,,,,・市ヶ尾,31.93
No.2,,,,,,,2,早津英哉 ・,,,,谷,34.54
No.2,,,,,,,3,下家成人,,,,・二俣川,34.53
No.2,,,,,,,4,若島健二,,,,・二俣川,39.64
No.2,,,,,,,5,安 稔,,,,・市ヶ尾,38.57
No.2,,,,,,,6,山本和巳,,,,・茂原,45.86
No.2,,,,,,,1,矢部裕之,,,,・長津田,32.17
No.2,,,,,,,2,宮川則仁,,,,・大宮宮原,35.00
No.2,,,,,,,3,西野宮冬木,,,,・長津田,36.94
No.2,,,,,,,4,宮木幸彦,,,,・葛西,37.64
No.2,,,,,,,5,北村洋一,,,,・大森,36.76
No.2,,,,,,,6,本 丈博 ・,,,,毛海岸,38.88
No.2,,,,,,,7,吉峯幸郎,,,,・用賀,41.62
No.2,,,,,,,8,大塚秀幸,,,,・慶應日吉,45.59
No.2,,,,,,,9,萱沼憲司郎,,,,・茂原,46.72
No.2,,,,,,,10,佐藤流生,,,,・天王洲,47.98
No.2,,,,,,,1,関口義和,,,,・二俣川,34.15
No.2,,,,,,,2,山田耕一,,,,・清瀬,34.85
No.2,,,,,,,3,阿部友照,,,,・東十条,37.90
No.2,,,,,,,4,岡田育行 ・,,,,谷,39.87
No.2,,,,,,,5,志水,,,,・大宮宮原,42.42
No.2,,,,,,,6,中田雄也,,,,墨田区体育館,42.15
No.2,,,,,,,1,永瀬知之,,,,・二俣川,30.21
No.2,,,,,,,2,中込孝之,,,,ザバス川崎,31.35
No.2,,,,,,,3,花井一也,,,,・長津田,33.30
No.2,,,,,,,4,山内イ,市ヶ尾,6/10,2:29.29,0.83,34.40
No.2,,,,,,,5,西田幸弘,,,,・藤沢,36.24
No.2,,,,,,,6,齊藤仁,,,,・茂原,35.33
No.2,,,,,,,7,古屋俊一,,,,・ときわ台,35.60
No.2,,,,,,,1,鶴谷,,,,・二俣川,29.45
No.2,,,,,,,2,石井将太,,,,・成瀬,30.79
No.2,,,,,,,3,月田宗行,二俣川,7/10,2:23.07,0.75,31.69
No.2,,,,,,,4,小田島丈典,生,5/10,2:42.83,0.80,36.56
No.2,,,,,,,1,岩本和也,,,,・志木,30.95
No.2,,,,,,,2,角田渉,,,,・大森,40.38
No.2,,,,,,,1,小野健,,,,・天王洲,29.97
No.2,,,,,,,2,土屋大貴,,,,・平塚,31.01
No.2,,,,,,,3,成田昌記,,,,・二俣川,29.68
No.2,,,,,,,4,山田義明,,,,・おおたか,40.02
No.2,,,,,,,1,中島大賀,,,,・市川,28.63
No.2,,,,,,,2,神戸優イ希,,,,・茂原,29.39
No.2,,,,,,,3,柿沼龍史,,,,・成城,31.06
No.2,,,,,,,4,加納聖士,葛西,4/10,2:27.92,0.72,31.38
No.2,,,,,,,1,服部碧,,,,・成城,29.57
No.2,,,,,,,2,黒田大介,,,,・成城,28.83
No.2,,,,,,,3,都築クラウディオ佑亮 ・おおたか,,,,6/7,29.48
No.2,,,,,,,4,荒井優吾,,,,・成瀬,30.08
No.2,,,,,,,5,佐藤汰祐,,,,ザバス鶴見,30.73
No.3,,,,,,,1,天王洲,,,,330歳,50.47
No.3,,,,,,,1,鬼束洋子,,,,0.99,
No.3,,,,,,,2,川端淑子,,,,0.71,
No.3,,,,,,,3,熊谷一枝,,,,0.76,
No.3,,,,,,,4,平田美佐子,,,,0.53,
No.3,,,,,,,1,大森,,,,285歳,38.91
No.3,,,,,,,1,立石由美子,,,,0.69,
No.3,,,,,,,2,市野克子,,,,0.31,
No.3,,,,,,,3,室谷晴、,,,,0.81,
No.3,,,,,,,4,井上美佐子,,,,0.43,
No.3,,,,,,,2,天王洲,,,,281歳,49.83
No.3,,,,,,,1,小宀山美芽,,,,0.98,
No.3,,,,,,,2,梅田栄己子,,,,0.54,
No.3,,,,,,,3,後藤明美,,,,0.49,
No.3,,,,,,,4,浅野みどり,,,,0.40,
No.3,,,,,,,3,柏,,,,310歳,44.67
No.3,,,,,,,1,柴崎徳子,,,,0.98,
No.3,,,,,,,2,木澤杲子,,,,-----,
No.3,,,,,,,3,長野愛子,,,,-----,
No.3,,,,,,,4,浅浦礼子,,,,0.48,
No.3,,,,,,,4,用賀,,,,297歳,47.91
No.3,,,,,,,1,内田良子,,,,0.87,
No.3,,,,,,,2,舘野圭子,,,,0.38,
No.3,,,,,,,3,佐藤由利子,,,,0.23,
No.3,,,,,,,4,捶井泰子,,,,0.29,
No.3,,,,,,,5,戸塚,,,,283歳,47.43
No.3,,,,,,,1,日和久美子,,,,1.01,
No.3,,,,,,,2,太田拓、,,,,0.97,
No.3,,,,,,,3,福田代子,,,,0.47,
No.3,,,,,,,4,酒谷真砂子,,,,0.68,
No.3,,,,,,,6,慶應日吉,,,,281歳,57.29
No.3,,,,,,,1,池淵玲子,,,,0.81,
No.3,,,,,,,2,田野倉和子,,,,0.85,
No.3,,,,,,,3,戸倉陽子,,,,0.33,
No.3,,,,,,,4,中野朗子,,,,0.61,
No.3,,,,,,,7,天王洲,,,,299歳,55.66
No.3,,,,,,,1,長谷川子,,,,0.85,
No.3,,,,,,,2,川島か子,,,,-----,
No.3,,,,,,,3,寺西寿賀子,,,,-----,
No.3,,,,,,,4,柴田千代子,,,,-----,
No.3,,,,,,,1,二俣川,,,,262歳,36.64
No.3,,,,,,,1,武井麻知子,,,,0.78,
No.3,,,,,,,2,近藤な子,,,,0.37,
No.3,,,,,,,3,野島久枝,,,,0.56,
No.3,,,,,,,4,永瀬秀子,,,,0.23,
No.3,,,,,,,2,成城,,,,252歳,34.38
No.3,,,,,,,1,仲田久美子,,,,0.72,
No.3,,,,,,,2,草森理子,,,,0.24,
No.3,,,,,,,3,伊藤ゅかり,,,,0.42,
No.3,,,,,,,4,高梨美樹,,,,0.38,
No.3,,,,,,,3,おおたか,,,,247歳,35.91
No.3,,,,,,,1,五十嵐知佐,,,,0.83,
No.3,,,,,,,2,育村博子,,,,0.67,
No.3,,,,,,,3,倉林明子,,,,0.78,
No.3,,,,,,,4,野崎由美子,,,,0.60,
No.3,,,,,,,4,川崎,,,,240歳,38.12
No.3,,,,,,,1,中山,,,,0.85,
No.3,,,,,,,2,齊藤たか子,,,,0.62,
No.3,,,,,,,3,伊藤春美,,,,0.80,
No.3,,,,,,,4,川久保ちづる,,,,0.11,
No.3,,,,,,,5,おおたか,,,,253歳,36.83
No.3,,,,,,,1,大石里佳,,,,0.88,
No.3,,,,,,,2,高木保子,,,,0.70,
No.3,,,,,,,3,佐藤晶子,,,,0.57,
No.3,,,,,,,4,岡村院子,,,,0.96,
No.3,,,,,,,6,慶應日吉,,,,240歳,42.09
No.3,,,,,,,1,井手敦子,,,,0.97,
No.3,,,,,,,2,山田智子,,,,0.46,
No.3,,,,,,,3,原田由美子,,,,0.68,
No.3,,,,,,,4,福本麻美,,,,0.72,
No.3,,,,,,,7,南千住,,,,252歳,45.10
No.3,,,,,,,1,古宇田淳子,,,,0.83,
No.3,,,,,,,2,于亜芝,,,,0.59,
No.3,,,,,,,3,片桐万澄,,,,0.59,
No.3,,,,,,,4,町田麻里,,,,0.23,
No.3,,,,,,,8,大森,,,,258歳,49.82
No.3,,,,,,,1,佐々木政子,,,,0.95,
No.3,,,,,,,2,中島初美,,,,0.58,
No.3,,,,,,,3,富樫博子,,,,-----,
No.3,,,,,,,4,酒井貴代,,,,0.61,
No.3,,,,,,,9,流山,,,,264歳,50.52
No.3,,,,,,,1,三木純子,,,,0.79,
No.3,,,,,,,2,新井瑞枝,,,,0.62,
No.3,,,,,,,3,菊池佐千代,,,,0.54,
No.3,,,,,,,4,小笠原京子,,,,0.72,
No.3,,,,,,,1,慶應日吉,,,,200歳,36.89
No.3,,,,,,,1,井上,,,,0.77,
No.3,,,,,,,2,前畑子,,,,0.40,
No.3,,,,,,,3,森谷登、,,,,0.52,
No.3,,,,,,,4,上沢絵里奈,,,,0.27,
No.3,,,,,,,2,市川,,,,205歳,30.38
No.3,,,,,,,1,新井亜衣,,,,0.77,
No.3,,,,,,,2,小高麻衣子,,,,0.65,
No.3,,,,,,,3,高橋久美,,,,0.44,
No.3,,,,,,,4,石井菜穂美,,,,0.59,
No.3,,,,,,,3,八景,,,,227歳,33.65
No.3,,,,,,,1,真栄田ずえ,,,,0.78,
No.3,,,,,,,2,座日千鶴子,,,,0.57,
No.3,,,,,,,3,野村洋子,,,,0.42,
No.3,,,,,,,4,鶴岡美佐,,,,0.22,
No.3,,,,,,,4,二俣川,,,,230歳,36.52
No.3,,,,,,,1,川村佳代子,,,,0.92,
No.3,,,,,,,2,反谷恵,,,,0.46,
No.3,,,,,,,3,公川子,,,,0.67,
No.3,,,,,,,4,可部のみ,,,,0.87,
No.3,,,,,,,5,清瀬,,,,229歳,35.79
No.3,,,,,,,1,大橋ほづ美,,,,0.85,
No.3,,,,,,,2,小笠原暁子,,,,0.58,
No.3,,,,,,,3,レントフェルト慶子,,,,0.96,
No.3,,,,,,,4,大槻真由美,,,,0.53,
No.3,,,,,,,6,木,,,,230歳,44.87
No.3,,,,,,,1,赤坂恵美子,,,,0.87,
No.3,,,,,,,2,石塚孝子,,,,0.23,
No.3,,,,,,,3,佐々木れ,,,,-----,
No.3,,,,,,,4,高橋真美,,,,0.19,
No.3,,,,,,,7,横浜,,,,230歳,38.36
No.3,,,,,,,1,大野結実,,,,0.96,
No.3,,,,,,,2,植草美香子,,,,0.60,
No.3,,,,,,,3,佐藤桂子,,,,0.55,
No.3,,,,,,,4,山﨑京子,,,,0.62,
No.3,,,,,,,1,成城,,,,161歳,30.55
No.3,,,,,,,1,仲田笑美,,,,0.74,
No.3,,,,,,,2,佐藤洋子,,,,0.42,
No.3,,,,,,,3,岩田愛恵,,,,0.32,
No.3,,,,,,,4,中畑眸,,,,0.33,
No.3,,,,,,,2,葛西,,,,181歳,31.12
No.3,,,,,,,1,永田那子,,,,0.77,
No.3,,,,,,,2,羽山恵津子,,,,0.40,
No.3,,,,,,,3,溝井花代子,,,,0.39,
No.3,,,,,,,4,大椛詩織,,,,0.21,
No.3,,,,,,,3,市ヶ尾,,,,194歳,30.65
No.3,,,,,,,1,池田百合子,,,,0.69,
No.3,,,,,,,2,高橋麻子,,,,0.17,
No.3,,,,,,,3,白須靖子,,,,0.17,
No.3,,,,,,,4,宀下奏子,,,,0.42,
No.3,,,,,,,4,二俣川,,,,169歳,36.15
No.3,,,,,,,1,吉池奈々,,,,0.69,
No.3,,,,,,,2,前田由希映,,,,0.37,
No.3,,,,,,,3,草野茜,,,,0.25,
No.3,,,,,,,4,竹下菜々美,,,,0.32,
No.3,,,,,,,5,天王洲,,,,173歳,35.41
No.3,,,,,,,1,萩原ゅりか,,,,0.91,
No.3,,,,,,,2,中辷澄美,,,,0.65,
No.3,,,,,,,3,宇田川美穂,,,,0.41,
No.3,,,,,,,4,四井美穂,,,,0.41,
No.3,,,,,,,6,南青山,,,,163歳,40.52
No.3,,,,,,,1,國政玲,,,,0.79,
No.3,,,,,,,2,北原暁美,,,,0.47,
No.3,,,,,,,3,芳賀代子,,,,0.32,
No.3,,,,,,,4,竹山睦月,,,,0.44,33.29
No.3,,,,,,,1,佐々木美佐,,,,0.78,
No.3,,,,,,,2,比留川美緒,,,,0.37,
No.3,,,,,,,3,木田,,,,景子,
No.3,,,,,,,4,足立,,,,知実,
No.3,,,,,,,1,長津田,,,,141歳,31.28
No.3,,,,,,,1,吉村華余,,,,0.77,
No.3,,,,,,,2,小澤有未,,,,0.33,
No.3,,,,,,,3,森谷麻貴,,,,0.28,
No.3,,,,,,,4,川北恵,,,,0.43,
No.3,,,,,,,1,蒲田,,,,114歳,30.43
No.3,,,,,,,1,宀澤緋花留,,,,0.69,
No.3,,,,,,,2,池田良子,,,,0.41,
No.3,,,,,,,3,青木奈那美,,,,0.41,
No.3,,,,,,,4,早川舞,,,,0.17,
No.4,,,,,,,1,成城,,,,284歳,31.07
No.4,,,,,,,1,羽田浩一,,,,0.68,
No.4,,,,,,,2,木津誠,,,,0.72,
No.4,,,,,,,3,若宀強,,,,0.52,
No.4,,,,,,,4,中田正二,,,,0.51,
No.4,,,,,,,1,二俣川,,,,241歳,31.89
No.4,,,,,,,1,冨松実,,,,0.73,
No.4,,,,,,,2,若島健二,,,,0.55,
No.4,,,,,,,3,永瀬知之,,,,0.37,
No.4,,,,,,,4,下成人,,,,0.26,
No.4,,,,,,,2,市ヶ尾,,,,250歳,30.03
No.4,,,,,,,1,菊池千二,,,,0.75,
No.4,,,,,,,2,神尾尚人,,,,0.36,
No.4,,,,,,,3,大滝恭伸,,,,0.70,
No.4,,,,,,,4,新井良育,,,,0.24,
No.4,,,,,,,3,用賀,,,,240歳,35.34
No.4,,,,,,,1,吉峯幸郎,,,,0.85,
No.4,,,,,,,2,佐藤正,,,,0.16,
No.4,,,,,,,3,飯田正攵,,,,0.39,
No.4,,,,,,,4,和田浩一,,,,0.22,
No.4,,,,,,,4,長津田,,,,241歳,34.87
No.4,,,,,,,1,金子謙一,,,,0.80,
No.4,,,,,,,2,西森文史郎,,,,0.41,
No.4,,,,,,,3,池谷千尋,,,,0.34,
No.4,,,,,,,4,西野宀冬木,,,,0.35,
No.4,,,,,,,5,阿佐谷,,,,248歳,36.19
No.4,,,,,,,1,吉村進,,,,0.77,
No.4,,,,,,,2,折居彰,,,,0.93,
No.4,,,,,,,3,大川明徳,,,,0.66,
No.4,,,,,,,4,紺野忠大,,,,0.49,
No.4,,,,,,,6,慶應日吉,,,,248歳,40.46
No.4,,,,,,,1,山本勝,,,,0.84,
No.4,,,,,,,2,長野守,,,,0.81,
No.4,,,,,,,3,岩田寛,,,,0.54,
No.4,,,,,,,4,久保田裕一,,,,0.50,
No.4,,,,,,,1,二俣川,,,,201歳,30.17
No.4,,,,,,,1,堀川広祐,,,,0.68,
No.4,,,,,,,2,関口義和,,,,0.22,
No.4,,,,,,,3,石上智啓,,,,0.15,
No.4,,,,,,,4,大村俊文,,,,0.03,
No.4,,,,,,,2,葛西,,,,203歳,30.91
No.4,,,,,,,1,宀木幸彦,,,,0.77,
No.4,,,,,,,2,原田真,,,,0.42,
No.4,,,,,,,3,弭 政隆,,,,0.36,
No.4,,,,,,,4,青木圭祐,,,,0.33,
No.4,,,,,,,3,おおたか,,,,236歳,33.03
No.4,,,,,,,1,會田修一,,,,0.91,
No.4,,,,,,,2,海辺信吉,,,,0.59,
No.4,,,,,,,3,小山邦彦,,,,0.69,
No.4,,,,,,,4,前田光輝,,,,0.42,
No.4,,,,,,,4,慶應日吉,,,,211歳,32.45
No.4,,,,,,,1,田中遼太,,,,0.72,
No.4,,,,,,,2,穴田啓樹,,,,0.59,
No.4,,,,,,,3,大塚秀幸,,,,0.66,
No.4,,,,,,,4,門倉孝行,,,,0.62,
No.4,,,,,,,5,長津田,,,,203歳,30.25
No.4,,,,,,,1,竹下翔,,,,0.65,
No.4,,,,,,,2,祖川久茂,,,,0.31,
No.4,,,,,,,3,宀本昌雄,,,,0.11,
No.4,,,,,,,4,飯沼明,,,,0.53,
No.4,,,,,,,6,天王洲,,,,200歳,28.72
No.4,,,,,,,1,寺田遼太,,,,0.90,
No.4,,,,,,,2,佐藤流生,,,,0.76,
No.4,,,,,,,3,日暮正明,,,,0.40,
No.4,,,,,,,4,千葉忠英,,,,0.64,
No.4,,,,,,,7,茂原,,,,223歳,38.14
No.4,,,,,,,1,萱沼憲司郎,,,,0.92,
No.4,,,,,,,2,山本和巳,,,,0.59,
No.4,,,,,,,3,梅村潔,,,,0.43,
No.4,,,,,,,4,神戸憂悠希,,,,0.33,
No.4,,,,,,,8,大森,,,,238歳,46.13
No.4,,,,,,,1,御手康美,,,,1.13,
No.4,,,,,,,2,海老原健太,,,,0.61,
No.4,,,,,,,3,町田克浩,,,,0.30,
No.4,,,,,,,4,瀧川一興,,,,0.67,
No.4,,,,,,,9,南青山,,,,231歳,41.79
No.4,,,,,,,1,安藤靖,,,,0.83,
No.4,,,,,,,2,安藤月邦,,,,0.66,
No.4,,,,,,,3,浜健,,,,0.35,
No.4,,,,,,,4,中嶋智史,,,,0.54,
No.4,,,,,,,1,二俣川,,,,167歳,24.68
No.4,,,,,,,1,前田康輔,,,,0.72,
No.4,,,,,,,2,前田崇行,,,,0.26,
No.4,,,,,,,3,鶴谷学,,,,0.23,
No.4,,,,,,,4,寺田貴洋,,,,0.11,
No.4,,,,,,,2,市ヶ尾,,,,167歳,25.97
No.4,,,,,,,1,池田正輝,,,,0.67,
No.4,,,,,,,2,山内悠,,,,0.20,
No.4,,,,,,,3,木村考太,,,,0.24,
No.4,,,,,,,4,田中諒也,,,,0.62,
No.4,,,,,,,3,天王洲,,,,162歳,26.47
No.4,,,,,,,1,小野健,,,,0.64,
No.4,,,,,,,2,星友也,,,,0.46,
No.4,,,,,,,3,久保卓士,,,,0.61,
No.4,,,,,,,4,倉持公一,,,,0.40,
No.4,,,,,,,4,柏,,,,173歳,25.99
No.4,,,,,,,1,廣川大起,,,,0.58,
No.4,,,,,,,2,長田裕史,,,,0.31,
No.4,,,,,,,3,磯貝知弘,,,,0.41,
No.4,,,,,,,4,上野太紀夫,,,,0.26,
No.4,,,,,,,5,清瀬,,,,163歳,27.26
No.4,,,,,,,1,西沢歩,,,,0.67,
No.4,,,,,,,2,塚本拓也,,,,0.40,
No.4,,,,,,,3,松本考弘,,,,0.68,
No.4,,,,,,,4,大木義之,,,,0.45,
No.4,,,,,,,6,成城,,,,181歳,27.54
No.4,,,,,,,1,石井龍,,,,0.71,
No.4,,,,,,,2,浦田昌和,,,,0.42,
No.4,,,,,,,3,柿沼龍史,,,,0.28,
No.4,,,,,,,4,村上守,,,,0.33,
No.4,,,,,,,7,阿佐谷,,,,171歳,27.73
No.4,,,,,,,1,北川貴義,,,,0.69,
No.4,,,,,,,2,松本隆宏,,,,0.62,
No.4,,,,,,,3,若杉佳宏,,,,0.25,
No.4,,,,,,,4,和田亮,,,,0.64,
No.4,,,,,,,8,大森,,,,174歳,30.69
No.4,,,,,,,1,渡部直也,,,,0.81,
No.4,,,,,,,2,宇佐美学,,,,0.61,
No.4,,,,,,,3,成田攵隆,,,,0.53,
No.4,,,,,,,4,野村攵生,,,,0.42,
No.4,,,,,,,9,川,,,,172歳,31.17
No.4,,,,,,,1,大橋克也,,,,0.78,
No.4,,,,,,,2,土井満,,,,0.75,
No.4,,,,,,,3,加藤直梧,,,,0.60,
No.4,,,,,,,4,高瀬信雄,,,,0.47,
No.4,,,,,,,1,川島由伸,,,,,
No.4,,,,,,,2,阿部宏之助,,,,,
No.4,,,,,,,3,木村秀光,,,,,
No.4,,,,,,,4,吉田拓磨,,,,,
No.4,,,,,,,1,おおたか,,,,131歳,26.86
No.4,,,,,,,1,都築クラィオ佑亮,,,,0.75,
No.4,,,,,,,2,古川貴,,,,0.46,
No.4,,,,,,,3,大作善,,,,0.24,
No.4,,,,,,,4,石井,,,,0.39,
No.4,,,,,,,2,阿佐谷,,,,140歳,26.15
No.4,,,,,,,1,和田弘太郎,,,,0.70,
No.4,,,,,,,2,津守陽介,,,,0.19,
No.4,,,,,,,3,棚網宏之,,,,0.30,
No.4,,,,,,,4,荒井啓汰,,,,0.40,
No.4,,,,,,,3,葛西,,,,121歳,27.16
No.4,,,,,,,1,前島悠也,,,,0.67,
No.4,,,,,,,2,泉翔太,,,,0.40,
No.4,,,,,,,3,石井孟,,,,0.28,
No.4,,,,,,,4,矢野匠,,,,0.41,
No.4,,,,,,,4,慶應日吉,,,,153歳,24.78
No.4,,,,,,,1,菅原啓,,,,0.62,
No.4,,,,,,,2,河野悟,,,,0.36,
No.4,,,,,,,3,金井気,,,,0.22,
No.4,,,,,,,4,福田雄太,,,,0.21,
No.4,,,,,,,1,成城,,,,91歳,24.84
No.4,,,,,,,1,板場貴大,,,,0.90,
No.4,,,,,,,2,宀田遼太,,,,0.40,
No.4,,,,,,,3,黒田大介,,,,0.07,
No.4,,,,,,,4,服部碧,,,,0.31,
No.4,,,,,,,2,二俣川,,,,106歳,26.35
No.4,,,,,,,1,田中啓二月,,,,0.63,
No.4,,,,,,,2,和田佳明,,,,0.65,
No.4,,,,,,,3,成田昌一,,,,0.35,
No.4,,,,,,,4,田中一郎,,,,0.43,
No.4,,,,,,,3,天王洲,,,,109歳,26.63
No.4,,,,,,,1,木渕大輝,,,,0.67,
No.4,,,,,,,2,中村,,,,0.32,
No.4,,,,,,,3,加 英貴,,,,0.58,
No.4,,,,,,,4,鈴木裕介,,,,0.47,
No.5,,,,,,,1,天王洲,,,,281歳,50.08
No.5,,,,,,,1,小宮山美芽,,,,0.82,
No.5,,,,,,,2,梅田栄己子,,,,0.61,
No.5,,,,,,,3,後藤明美,,,,0.63,
No.5,,,,,,,4,浅野みどり,,,,0.45,
No.5,,,,,,,1,二俣川,,,,244歳,40.21
No.5,,,,,,,1,松川律子,,,,0.81,
No.5,,,,,,,2,盛田規子,,,,0.52,
No.5,,,,,,,3,野島久枝,,,,0.58,
No.5,,,,,,,4,永瀬秀子,,,,0.41,
No.5,,,,,,,2,慶應日吉,,,,250歳,43.52
No.5,,,,,,,1,森谷登志,,,,0.90,
No.5,,,,,,,2,鈴木夏,,,,0.91,
No.5,,,,,,,3,高見沢ゅみ子,,,,0.58,
No.5,,,,,,,4,田村明美,,,,0.66,
No.5,,,,,,,3,南千住,,,,254歳,33.85
No.5,,,,,,,1,杉本浩美,,,,0.77,
No.5,,,,,,,2,石崎節代,,,,0.61,
No.5,,,,,,,3,古宇田」子,,,,0.67,
No.5,,,,,,,4,下川美枝,,,,0.83,
No.5,,,,,,,1,松戸,,,,236歳,42.66
No.5,,,,,,,1,及川,,,,0.87,
No.5,,,,,,,2,青木子,,,,0.07,
No.5,,,,,,,3,八尋,,,,0.50,
No.5,,,,,,,4,高橋,,,,0.17,
No.5,,,,,,,2,大宮宮原,,,,217歳,38.09
No.5,,,,,,,1,花木尚美,,,,0.79,
No.5,,,,,,,2,坂井慶子,,,,0.57,
No.5,,,,,,,3,市川百合子,,,,,
No.5,,,,,,,4,若林朋子,,,,0.66,
