ID,回,順位,チーム名,フリガナ,得点,男子,女子,混合
52,79,52位,セントラルフィットネスクラブ目黒,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ ﾒｸﾞﾛ,60.0,0,0,0
53,79,53位,セントラルフィットネスクラブ藤沢,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ ﾌｼﾞｻﾜ,59.0,0,0,0
54,79,54位,セントラルスポーツクラブ宇都宮,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞ ｳﾂﾉﾐﾔ,57.0,0,0,0
55,79,55位,セントラルフィットネスクラブ谷津,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ ﾔﾂ,55.0,0,0,0
56,79,55位,セントラルウェルネスクラブさいたま新都心,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞ ｻｲﾀﾏｼﾝﾄｼﾝ,55.0,0,0,0
57,79,57位,セントラルフィットネスクラブ稲毛海岸,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ ｲﾅｹﾞｶｲｶﾞﾝ,53.0,0,0,0
58,79,58位,セントラルフィットネスクラブ湘南LT,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ ｼｮｳﾅﾝｴﾙﾃｨ,48.0,0,0,0
59,79,59位,曽谷セントラルスイムクラブ,ｿﾔｾﾝﾄﾗﾙｽｲﾑｸﾗﾌﾞ,47.0,0,0,0
60,79,60位,セントラルスポーツクリーンスパ市川,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾘｰﾝｽﾊﾟ ｲﾁｶﾜ,45.0,0,0,0
61,79,61位,セントラルフィットネスクラブ下北沢,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ ｼﾓｷﾀｻﾞﾜ,41.0,0,0,0
62,79,61位,セントラルウェルネスクラブ東十条,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞ ﾋｶﾞｼｼﾞｭｳｼﾞｮｳ,41.0,0,0,0
63,79,63位,セントラルスポーツクラブ東戸塚,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞ ﾋｶﾞｼﾄﾂｶ,40.0,0,0,0
64,79,64位,セントラルフィットネスクラブ新川崎,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ ｼﾝｶﾜｻｷ,39.0,0,0,0
65,79,65位,セントラルフィットネスクラブ宇都宮,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ ｳﾂﾉﾐﾔ,38.0,0,0,0
