round,pool_type,race_no,gender,event_name,age_group_label,world_record,japan_record,meet_record,rank,team_name,combined_age,lane,time_display,time_seconds,is_meet_record,is_japan_record,is_world_record,lap_times
78,長水路,4,男子,4×50mフリーリレー,200～239歳,1:38.24,1:43.25,1:46.48,3,おおたか,236,2/3,2:08.25,128.25,False,False,False,"33.03,1:04.02,1:37.17"
78,長水路,4,男子,4×50mフリーリレー,200～239歳,1:38.24,1:43.25,1:46.48,4,慶應日吉,211,2/5,2:13.69,133.69,False,False,False,"32.45,1:06.19,1:44.09"
78,長水路,4,男子,4×50mフリーリレー,200～239歳,1:38.24,1:43.25,1:46.48,5,長津田,203,2/6,2:15.17,135.17,False,False,False,"30.25,1:03.30,1:35.74"
78,長水路,4,男子,4×50mフリーリレー,200～239歳,1:38.24,1:43.25,1:46.48,6,天王洲,200,1/7,2:20.08,140.07999999999998,False,False,False,"28.72,1:11.91,1:47.70"
78,長水路,4,男子,4×50mフリーリレー,200～239歳,1:38.24,1:43.25,1:46.48,7,茂原,223,1/3,2:20.31,140.31,False,False,False,"38.14,1:14.76,1:54.59"
78,長水路,4,男子,4×50mフリーリレー,200～239歳,1:38.24,1:43.25,1:46.48,8,大森,238,1/8,2:21.27,141.27,False,False,False,"46.13,1:16.21,1:46.72"
78,長水路,4,男子,4×50mフリーリレー,200～239歳,1:38.24,1:43.25,1:46.48,9,南青山,231,2/8,2:25.29,145.29,False,False,False,"41.79,1:17.80,1:52.78"
78,長水路,4,男子,4×50mフリーリレー,160～199歳,1:34.92,1:36.77,1:41.69,1,二俣川,167,4/5,1:41.81,101.81,False,False,False,"24.68,49.94,1:15.20"
78,長水路,4,男子,4×50mフリーリレー,160～199歳,1:34.92,1:36.77,1:41.69,2,市ヶ尾,167,4/4,1:45.27,105.27000000000001,False,False,False,"25.97,53.56,1:20.39"
78,長水路,4,男子,4×50mフリーリレー,160～199歳,1:34.92,1:36.77,1:41.69,3,天王洲,162,3/7,1:50.41,110.41,False,False,False,"26.47,52.66,1:22.73"
78,長水路,4,男子,4×50mフリーリレー,160～199歳,1:34.92,1:36.77,1:41.69,4,柏,173,3/5,1:54.71,114.71000000000001,False,False,False,"25.99,54.39,1:23.82"
78,長水路,4,男子,4×50mフリーリレー,160～199歳,1:34.92,1:36.77,1:41.69,5,清瀬,163,3/8,2:00.47,120.47,False,False,False,"27.26,53.82,1:25.48"
78,長水路,4,男子,4×50mフリーリレー,160～199歳,1:34.92,1:36.77,1:41.69,6,成城,181,4/2,2:00.96,120.96,False,False,False,"27.54,1:05.74,1:32.80"
78,長水路,4,男子,4×50mフリーリレー,160～199歳,1:34.92,1:36.77,1:41.69,7,阿佐谷,171,3/3,2:02.08,122.08,False,False,False,"27.73,1:02.40,1:32.09"
78,長水路,4,男子,4×50mフリーリレー,160～199歳,1:34.92,1:36.77,1:41.69,8,大森,174,2/4,2:05.93,125.93,False,False,False,"30.69,1:06.43,1:39.15"
78,長水路,4,男子,4×50mフリーリレー,160～199歳,1:34.92,1:36.77,1:41.69,9,川崎,172,2/7,2:10.51,130.51,False,False,False,"31.17,1:06.77,1:38.13"
78,長水路,4,男子,4×50mフリーリレー,120～159歳,1:32.84,1:33.07,1:41.73,1,おおたか,131,4/7,1:46.82,106.82,False,False,False,"26.86,54.03,1:22.48"
78,長水路,4,男子,4×50mフリーリレー,120～159歳,1:32.84,1:33.07,1:41.73,2,阿佐谷,140,4/3,1:48.26,108.25999999999999,False,False,False,"26.15,53.22,1:21.18"
78,長水路,4,男子,4×50mフリーリレー,120～159歳,1:32.84,1:33.07,1:41.73,3,葛西,121,4/8,1:48.94,108.94,False,False,False,"27.16,53.37,1:19.61"
78,長水路,4,男子,4×50mフリーリレー,120～159歳,1:32.84,1:33.07,1:41.73,4,慶應日吉,153,4/10,1:49.43,109.43,False,False,False,"24.78,53.65,1:20.78"
78,長水路,4,男子,4×50mフリーリレー,72～119歳,1:31.95,1:33.32,1:40.19,1,成城,91,4/6,1:41.59,101.59,False,False,False,"24.84,50.97,1:17.26"
78,長水路,4,男子,4×50mフリーリレー,72～119歳,1:31.95,1:33.32,1:40.19,2,二俣川,106,4/9,1:48.44,108.44,False,False,False,"26.35,55.89,1:22.57"
78,長水路,4,男子,4×50mフリーリレー,72～119歳,1:31.95,1:33.32,1:40.19,3,天王洲,109,3/6,1:53.51,113.50999999999999,False,False,False,"26.63,54.61,1:23.71"
78,長水路,5,女子,4×100mフリーリレー,280～319歳,5:08.34,5:38.49,6:20.23,1,天王洲,281,1/2,6:56.45,416.45,False,False,False,
78,長水路,5,女子,4×100mフリーリレー,240～279歳,4:36.74,4:56.33,5:25.14,1,二俣川,244,2/8,5:45.26,345.26,False,False,False,
78,長水路,5,女子,4×100mフリーリレー,240～279歳,4:36.74,4:56.33,5:25.14,2,慶應日吉,250,1/7,6:19.96,379.96,False,False,False,
78,長水路,5,女子,4×100mフリーリレー,240～279歳,4:36.74,4:56.33,5:25.14,3,南千住,254,1/8,6:29.46,389.46,False,False,False,
78,長水路,5,女子,4×100mフリーリレー,200～239歳,4:20.68,4:29.24,5:18.59,1,松戸,236,2/3,5:34.58,334.58,False,False,False,
78,長水路,5,女子,4×100mフリーリレー,200～239歳,4:20.68,4:29.24,5:18.59,2,大宮宮原,217,1/5,5:48.45,348.45,False,False,False,
78,長水路,5,女子,4×100mフリーリレー,200～239歳,4:20.68,4:29.24,5:18.59,3,阿佐谷,204,1/4,6:17.16,377.16,False,False,False,
78,長水路,5,女子,4×100mフリーリレー,200～239歳,4:20.68,4:29.24,5:18.59,4,大森,207,2/7,6:28.35,388.35,False,False,False,
78,長水路,5,女子,4×100mフリーリレー,160～199歳,4:06.90,4:19.20,4:36.81,1,二俣川,169,2/4,5:17.20,317.2,False,False,False,
78,長水路,5,女子,4×100mフリーリレー,160～199歳,4:06.90,4:19.20,4:36.81,2,慶應日吉,172,2/2,5:20.26,320.26,False,False,False,
78,長水路,5,女子,4×100mフリーリレー,160～199歳,4:06.90,4:19.20,4:36.81,3,天王洲,168,1/3,6:13.72,373.72,False,False,False,
78,長水路,5,女子,4×100mフリーリレー,160～199歳,4:06.90,4:19.20,4:36.81,4,長津田,190,1/6,6:15.55,375.55,False,False,False,
78,長水路,5,女子,4×100mフリーリレー,120～159歳,4:04.10,4:07.62,4:35.52,1,長津田,129,2/6,4:41.52,281.52,False,False,False,
78,長水路,5,女子,4×100mフリーリレー,120～159歳,4:04.10,4:07.62,4:35.52,2,成城,141,2/5,4:44.87,284.87,False,False,False,
78,長水路,6,男子,4×100mフリーリレー,200～239歳,3:46.05,3:50.69,4:07.60,1,長津田,212,1/5,4:22.02,262.02,False,False,False,
78,長水路,6,男子,4×100mフリーリレー,200～239歳,3:46.05,3:50.69,4:07.60,2,市ヶ尾,209,2/2,4:23.10,263.1,False,False,False,
78,長水路,6,男子,4×100mフリーリレー,200～239歳,3:46.05,3:50.69,4:07.60,3,二俣川,208,1/7,4:41.77,281.77,False,False,False,
78,長水路,6,男子,4×100mフリーリレー,200～239歳,3:46.05,3:50.69,4:07.60,4,天王洲,200,1/8,5:31.19,331.19,False,False,False,
78,長水路,6,男子,4×100mフリーリレー,160～199歳,3:38.60,3:39.77,3:49.44,1,二俣川,167,2/5,3:50.53,230.53,False,False,False,
78,長水路,6,男子,4×100mフリーリレー,160～199歳,3:38.60,3:39.77,3:49.44,2,天王洲,162,1/4,4:15.93,255.93,False,False,False,
78,長水路,6,男子,4×100mフリーリレー,160～199歳,3:38.60,3:39.77,3:49.44,3,成城,173,2/7,4:17.27,257.27,False,False,False,
78,長水路,6,男子,4×100mフリーリレー,160～199歳,3:38.60,3:39.77,3:49.44,4,大宮宮原,174,1/6,4:20.83,260.83,False,False,False,
78,長水路,6,男子,4×100mフリーリレー,160～199歳,3:38.60,3:39.77,3:49.44,5,阿佐谷,189,1/3,5:20.03,320.03,False,False,False,
78,長水路,6,男子,4×100mフリーリレー,120～159歳,3:28.93,3:32.50,3:39.10,1,阿佐谷,152,2/4,4:10.61,250.61,False,False,False,
78,長水路,6,男子,4×100mフリーリレー,72～119歳,3:30.77,3:30.77,3:44.19,1,成城,88,2/6,3:48.54,228.54,False,False,False,
78,長水路,6,男子,4×100mフリーリレー,72～119歳,3:30.77,3:30.77,3:44.19,2,葛西,96,2/3,4:18.72,258.72,False,False,False,
78,長水路,6,男子,4×100mフリーリレー,72～119歳,3:30.77,3:30.77,3:44.19,3,天王洲,109,2/8,4:20.05,260.05,False,False,False,
78,長水路,11,女子,4×50mメドレーリレー,280～319歳,2:34.78,2:43.32,3:04.43,1,葛西,290,1/5,3:05.91,185.91,False,False,False,"49.73,1:39.40,2:23.56"
78,長水路,11,女子,4×50mメドレーリレー,280～319歳,2:34.78,2:43.32,3:04.43,2,慶應日吉,280,1/6,3:28.79,208.79,False,False,False,"54.53,1:47.06,2:37.35"
78,長水路,11,女子,4×50mメドレーリレー,280～319歳,2:34.78,2:43.32,3:04.43,3,南千住,288,1/2,3:43.30,223.3,False,False,False,"52.37,1:53.69,2:50.92"
78,長水路,11,女子,4×50mメドレーリレー,280～319歳,2:34.78,2:43.32,3:04.43,4,市ヶ尾,291,1/3,3:49.44,229.44,False,False,False,"45.12,1:41.18,2:45.11"
78,長水路,11,女子,4×50mメドレーリレー,240～279歳,2:17.00,2:25.60,2:34.86,1,二俣川,252,2/3,2:46.12,166.12,False,False,False,"50.33,1:35.86,2:13.93"
78,長水路,11,女子,4×50mメドレーリレー,240～279歳,2:17.00,2:25.60,2:34.86,2,松戸,241,2/2,3:04.18,184.18,False,False,False,"44.62,1:40.34,2:18.94"
78,長水路,11,女子,4×50mメドレーリレー,240～279歳,2:17.00,2:25.60,2:34.86,3,志木,253,2/1,3:13.36,193.36,False,False,False,"49.85,1:45.67,2:26.60"
78,長水路,11,女子,4×50mメドレーリレー,240～279歳,2:17.00,2:25.60,2:34.86,4,成城,272,2/4,3:14.54,194.54,False,False,False,"47.59,1:44.87,2:32.66"
78,長水路,11,女子,4×50mメドレーリレー,240～279歳,2:17.00,2:25.60,2:34.86,5,阿佐谷,247,1/4,3:21.67,201.67000000000002,False,False,False,"54.84,1:47.26,2:36.96"
78,長水路,11,女子,4×50mメドレーリレー,200～239歳,2:08.87,2:09.33,2:20.02,1,慶應日吉,203,3/1,2:37.61,157.61,False,False,False,"48.02,1:33.61,2:06.54"
78,長水路,11,女子,4×50mメドレーリレー,200～239歳,2:08.87,2:09.33,2:20.02,2,成城,228,3/9,2:40.26,160.26,False,False,False,"39.50,1:25.04,2:01.95"
78,長水路,11,女子,4×50mメドレーリレー,200～239歳,2:08.87,2:09.33,2:20.02,3,南千住,204,3/10,2:42.26,162.26,False,False,False,"47.68,1:37.15,2:09.87"
78,長水路,11,女子,4×50mメドレーリレー,200～239歳,2:08.87,2:09.33,2:20.02,4,清瀬,227,2/8,2:44.37,164.37,False,False,False,"40.23,1:28.15,2:07.48"
78,長水路,11,女子,4×50mメドレーリレー,160～199歳,2:02.92,2:06.69,2:15.71,1,市ヶ尾,194,3/2,2:29.14,149.14,False,False,False,"34.13,1:20.57,1:55.10"
78,長水路,11,女子,4×50mメドレーリレー,160～199歳,2:02.92,2:06.69,2:15.71,2,桶川北本,186,3/8,2:39.26,159.26,False,False,False,"36.21,1:28.67,2:06.16"
78,長水路,11,女子,4×50mメドレーリレー,160～199歳,2:02.92,2:06.69,2:15.71,3,天王洲,173,2/6,2:43.83,163.82999999999998,False,False,False,"42.64,1:34.75,2:10.75"
78,長水路,11,女子,4×50mメドレーリレー,160～199歳,2:02.92,2:06.69,2:15.71,4,二俣川,169,2/5,2:45.02,165.02,False,False,False,"43.98,1:25.88,2:09.63"
78,長水路,11,女子,4×50mメドレーリレー,160～199歳,2:02.92,2:06.69,2:15.71,5,長津田,171,2/9,2:52.22,172.22,False,False,False,"45.21,1:37.94,2:16.03"
78,長水路,11,女子,4×50mメドレーリレー,120～159歳,1:58.93,1:58.93,2:16.17,1,葛西,140,3/5,2:13.80,133.8,True,False,False,"36.26,1:12.10,1:42.70"
78,長水路,11,女子,4×50mメドレーリレー,120～159歳,1:58.93,1:58.93,2:16.17,2,長津田,132,3/6,2:17.61,137.61,False,False,False,"34.66,1:16.46,1:47.80"
78,長水路,11,女子,4×50mメドレーリレー,120～159歳,1:58.93,1:58.93,2:16.17,3,おおたか,156,3/3,2:23.46,143.46,False,False,False,"35.72,1:17.81,1:50.45"
78,長水路,11,女子,4×50mメドレーリレー,120～159歳,1:58.93,1:58.93,2:16.17,4,成城,133,3/4,2:24.88,144.88,False,False,False,"39.37,1:18.46,1:50.72"
78,長水路,11,女子,4×50mメドレーリレー,120～159歳,1:58.93,1:58.93,2:16.17,5,南青山,124,3/7,2:27.29,147.29,False,False,False,"39.47,1:17.66,1:54.43"
78,長水路,11,女子,4×50mメドレーリレー,120～159歳,1:58.93,1:58.93,2:16.17,6,茂原,130,2/7,2:43.38,163.38,False,False,False,"32.13,1:28.42,2:07.81"
78,長水路,12,男子,4×50mメドレーリレー,280～319歳,2:07.03,2:17.91,2:35.20,1,成城,282,1/2,2:38.43,158.43,False,False,False,"44.79,1:20.74,2:02.28"
78,長水路,12,男子,4×50mメドレーリレー,280～319歳,2:07.03,2:17.91,2:35.20,2,阿佐谷,290,1/1,2:55.65,175.65,False,False,False,"59.99,1:41.54,2:15.84"
78,長水路,12,男子,4×50mメドレーリレー,240～279歳,1:57.46,2:02.05,2:03.13,1,二俣川,241,1/6,2:18.58,138.57999999999998,False,False,False,"35.24,1:18.76,1:47.08"
78,長水路,12,男子,4×50mメドレーリレー,240～279歳,1:57.46,2:02.05,2:03.13,2,おおたか,242,1/5,2:20.69,140.69,False,False,False,"38.56,1:13.50,1:46.86"
78,長水路,12,男子,4×50mメドレーリレー,240～279歳,1:57.46,2:02.05,2:03.13,3,長津田,241,1/8,2:33.25,153.25,False,False,False,"44.91,1:24.64,2:02.89"
78,長水路,12,男子,4×50mメドレーリレー,240～279歳,1:57.46,2:02.05,2:03.13,4,葛西,257,1/9,2:50.05,170.05,False,False,False,"38.98,1:30.80,2:05.25"
78,長水路,12,男子,4×50mメドレーリレー,200～239歳,1:50.83,1:52.57,1:56.72,1,市ヶ尾,203,3/4,2:06.66,126.66,False,False,False,"31.33,1:08.69,1:34.27"
78,長水路,12,男子,4×50mメドレーリレー,200～239歳,1:50.83,1:52.57,1:56.72,2,清瀬,200,3/9,2:09.04,129.04,False,False,False,"35.73,1:10.77,1:39.85"
78,長水路,12,男子,4×50mメドレーリレー,200～239歳,1:50.83,1:52.57,1:56.72,3,二俣川,201,3/1,2:10.37,130.37,False,False,False,"34.65,1:10.00,1:41.43"
78,長水路,12,男子,4×50mメドレーリレー,200～239歳,1:50.83,1:52.57,1:56.72,4,長津田,212,2/7,2:15.34,135.34,False,False,False,"39.60,1:14.92,1:47.66"
78,長水路,12,男子,4×50mメドレーリレー,200～239歳,1:50.83,1:52.57,1:56.72,5,川崎,204,2/8,2:19.76,139.76,False,False,False,"35.97,1:16.48,1:47.07"
78,長水路,12,男子,4×50mメドレーリレー,200～239歳,1:50.83,1:52.57,1:56.72,6,八王子,207,1/7,2:20.24,140.24,False,False,False,"35.49,1:15.94,1:50.77"
78,長水路,12,男子,4×50mメドレーリレー,200～239歳,1:50.83,1:52.57,1:56.72,7,柏,212,2/4,2:21.58,141.57999999999998,False,False,False,"37.35,1:11.06,1:45.32"
78,長水路,12,男子,4×50mメドレーリレー,200～239歳,1:50.83,1:52.57,1:56.72,8,流山,206,2/2,2:22.67,142.67000000000002,False,False,False,"28.80,1:07.82,1:44.97"
78,長水路,12,男子,4×50mメドレーリレー,200～239歳,1:50.83,1:52.57,1:56.72,9,阿佐谷,202,2/9,2:28.11,148.11,False,False,False,"39.54,1:22.42,2:00.41"
78,長水路,12,男子,4×50mメドレーリレー,200～239歳,1:50.83,1:52.57,1:56.72,10,成城,202,2/3,2:32.18,152.18,False,False,False,"36.21,1:19.86,1:52.22"
78,長水路,12,男子,4×50mメドレーリレー,160～199歳,1:45.47,1:46.32,1:51.35,1,二俣川,160,3/5,1:51.77,111.77000000000001,False,False,False,"30.47,1:00.15,1:26.05"
78,長水路,12,男子,4×50mメドレーリレー,160～199歳,1:45.47,1:46.32,1:51.35,2,天王洲,160,2/6,2:03.71,123.71,False,False,False,"29.29,1:02.89,1:33.70"
78,長水路,12,男子,4×50mメドレーリレー,160～199歳,1:45.47,1:46.32,1:51.35,3,慶應日吉,191,3/2,2:06.25,126.25,False,False,False,"31.78,1:05.94,1:37.08"
78,長水路,12,男子,4×50mメドレーリレー,160～199歳,1:45.47,1:46.32,1:51.35,4,大森,169,1/3,2:12.62,132.62,False,False,False,"37.54,1:14.72,1:45.76"
78,長水路,12,男子,4×50mメドレーリレー,160～199歳,1:45.47,1:46.32,1:51.35,5,松戸,179,2/1,2:27.79,147.79,False,False,False,"31.85,1:09.08,1:54.31"
78,長水路,12,男子,4×50mメドレーリレー,120～159歳,1:42.06,1:42.09,1:52.11,1,阿佐谷,140,3/7,1:59.68,119.68,False,False,False,"31.92,1:03.95,1:33.62"
78,長水路,12,男子,4×50mメドレーリレー,120～159歳,1:42.06,1:42.09,1:52.11,2,用賀,150,2/5,2:13.04,133.04,False,False,False,"35.56,1:11.91,1:41.11"
78,長水路,12,男子,4×50mメドレーリレー,72～119歳,1:41.78,1:41.78,1:46.47,1,葛西,115,3/8,2:01.42,121.42,False,False,False,"32.48,1:04.48,1:32.75"
78,長水路,12,男子,4×50mメドレーリレー,72～119歳,1:41.78,1:41.78,1:46.47,2,二俣川,118,3/3,2:02.27,122.27,False,False,False,"32.06,1:05.43,1:33.10"
78,長水路,12,男子,4×50mメドレーリレー,72～119歳,1:41.78,1:41.78,1:46.47,3,天王洲,115,3/10,2:06.54,126.54,False,False,False,"33.26,1:10.97,1:38.14"
78,長水路,17,混合,4×50mメドレーリレー,320～359歳,2:54.58,2:54.58,3:18.01,1,二俣川,321,1/1,3:56.62,236.62,False,False,False,"1:04.55,2:14.90,2:59.10"
78,長水路,17,混合,4×50mメドレーリレー,280～319歳,2:19.17,2:26.90,2:48.17,1,成城,296,1/2,3:03.80,183.8,False,False,False,"45.96,1:41.91,2:23.92"
78,長水路,17,混合,4×50mメドレーリレー,280～319歳,2:19.17,2:26.90,2:48.17,2,慶應日吉,300,1/9,3:45.84,225.84,False,False,False,"1:01.74,2:06.02,2:56.54"
78,長水路,17,混合,4×50mメドレーリレー,280～319歳,2:19.17,2:26.90,2:48.17,3,阿佐谷,289,1/10,3:50.05,230.05,False,False,False,"1:00.79,1:48.81,3:03.25"
78,長水路,17,混合,4×50mメドレーリレー,240～279歳,2:07.56,2:12.32,2:13.81,1,二俣川,241,3/4,2:22.69,142.69,False,False,False,"39.22,1:11.91,1:50.84"
78,長水路,17,混合,4×50mメドレーリレー,240～279歳,2:07.56,2:12.32,2:13.81,2,八景,240,1/4,2:47.42,167.42000000000002,False,False,False,"48.71,1:27.94,2:12.63"
78,長水路,17,混合,4×50mメドレーリレー,240～279歳,2:07.56,2:12.32,2:13.81,3,横浜,248,1/6,2:54.74,174.74,False,False,False,"46.73,1:37.43,2:18.22"
78,長水路,17,混合,4×50mメドレーリレー,240～279歳,2:07.56,2:12.32,2:13.81,4,長津田,241,1/5,2:56.90,176.9,False,False,False,"44.76,1:25.73,2:11.05"
78,長水路,17,混合,4×50mメドレーリレー,200～239歳,1:57.86,2:00.33,2:08.68,1,二俣川,214,3/5,2:23.60,143.6,False,False,False,"42.20,1:14.70,1:43.11"
78,長水路,17,混合,4×50mメドレーリレー,200～239歳,1:57.86,2:00.33,2:08.68,2,市ヶ尾,203,3/8,2:26.75,146.75,False,False,False,"42.46,1:20.62,1:49.48"
78,長水路,17,混合,4×50mメドレーリレー,200～239歳,1:57.86,2:00.33,2:08.68,3,大森,210,2/3,2:30.72,150.72,False,False,False,"38.25,1:25.77,1:58.98"
